"","Donor","Species","Date","User","slice_type","Slice_ID","cell_name","nwb_file","pxp_file","Brain_Region","Depth_from_pia","LIMS_depth","LIMS_20x","LIMS_63x","LIMS_layer","sample_id","Experiment","protocols","Fast_blockers","puff_drug","wash_drug","bath_drug","drug","Drug_concentration","DIV","Virus","DPI","Reporter_positive","Donor_date","class_Corr","class_Tree","subclass_Tree","subclass_Corr","cluster_Tree","cluster_Corr","score.Corr","score.Tree","marker_sum_norm","percent_reads_aligned_to_introns","Genes.Detected","quality_score","cluster","cluster_score","Cortical_area","predicted_subclass","subclass_Tree.classifier"
"1288","Q21.26.001","M.mulatta",2021-01-12,"Brian","NHPacute","Q21.26.001.11.02","Q21.26.001.11.02.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.001/Q21.26.001.11.02.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.001/Q21.26.001.11.02.02.pxp","Temporal",1900,1790,"http://lims2/drawing_tool?image_series=1078776500","defer","L5","PQS4_210112_302_A01","Patch-seq","extended FI,channels",NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2021-01-12,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.382832969434142,0.33,0.544797492715381,9.59482019625474,3793,0.325983100577516,"n2","0.99","TCx","L5_ET","none"
"1290","Q21.26.001","M.mulatta",2021-01-12,"Brian","NHPacute","Q21.26.001.11.02","Q21.26.001.11.02.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.001/Q21.26.001.11.02.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.001/Q21.26.001.11.02.04.pxp","Temporal",1900,1787,"http://lims2/drawing_tool?image_series=1078776500","defer","L5","PQS4_210112_304_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2021-01-12,"exc","exc","L6_IT","L6_IT","L6_IT_1","L6_IT_1",0.683469107052017,1,0.971518469817851,52.7911111053251,7676,0.642865583420817,"L6_IT_1","1.00","TCx","L6_IT","L6_IT"
"1296","Q21.26.002","M.nemestrina",2021-01-21,"Brian","NHPacute","Q21.26.002.11.02","Q21.26.002.11.02.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.002/Q21.26.002.11.02.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.002/Q21.26.002.11.02.04.pxp","Temporal",75,78,"http://lims2/drawing_tool?image_series=1082718245","defer","L1","PQS4_210121_304_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2021-01-21,"inh","inh","Lamp5","Lamp5","Lamp5_2","Lamp5_2",0.356800061004724,0.87,0.500978672635619,15.0319168709188,1217,0.201675303248731,"Lamp5_2","0.87","TCx","L2/3_IT","none"
"1297","Q21.26.002","M.nemestrina",2021-01-21,"Brian","NHPacute","Q21.26.002.11.02","Q21.26.002.11.02.05","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.002/Q21.26.002.11.02.05-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.002/Q21.26.002.11.02.05.pxp","Temporal",75,54,"http://lims2/drawing_tool?image_series=1082718245","defer","L1","PQS4_210121_305_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2021-01-21,"inh","inh","Lamp5","Lamp5","Lamp5_2","Lamp5_2",0.458320585990041,0.84,0.410480446670536,26.6781960482604,1560,0.297507386537318,"Lamp5_2","0.84","TCx",NA,NA
"1304","Q21.26.005","M.mulatta",2021-02-09,"Brian","NHPacute","Q21.26.005.11.03","Q21.26.005.11.03.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.005/Q21.26.005.11.03.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.005/Q21.26.005.11.03.03.pxp","Temporal",1300,1284,"http://lims2/drawing_tool?image_series=1086424053","defer","L5","P7S4_210209_303_A01","Patch-seq","noise",NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2021-02-09,"exc","exc","L4_IT","L4_IT","L2/3_IT_2","L2/3_IT_2",0.681440580868899,0.95,0.933250725836018,53.266492299157,6260,0.609566237812821,"L2/3_IT_2","0.95","TCx","L4_IT","L4_IT"
"1306","Q21.26.006","M.nemestrina",2021-02-16,"Brian","NHPacute","Q21.26.006.11.06","Q21.26.006.11.06.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.006/Q21.26.006.11.06.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.006/Q21.26.006.11.06.01.pxp","Temporal",1350,1147,"http://lims2/drawing_tool?image_series=1087742856","http://lims2/siv?sub_image=1143698026","L5","P7S4_210216_303_A01","Patch-seq","multiple Vm, noise",NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2021-02-16,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.813427517063747,1,0.935044314541582,50.0231136828577,9333,0.574904935771802,"L5_ET_2","1.00","TCx","L5_ET","L5_ET"
"1311","Q21.26.009","M.nemestrina",2021-04-14,"Brian","NHPacute",NA,"Q21.26.009.11.11.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.009/Q21.26.009.11.11.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.009/Q21.26.009.11.11.01.pxp","STG",1776,1555,"http://lims2/drawing_tool?image_series=1099362350","defer","L5","P7S4_210414_301_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2021-04-14,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.807124401080514,1,0.947270212389268,49.7430707526294,7660,0.622783873183811,"L5_ET_2","1.00","TCx","L5_ET","L5_ET"
"1313","Q21.26.009","M.nemestrina",2021-04-14,"Brian","NHPacute",NA,"Q21.26.009.11.11.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.009/Q21.26.009.11.11.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.009/Q21.26.009.11.11.03.pxp","STG",1690,1353,"http://lims2/drawing_tool?image_series=1099362350","defer","L5","P7S4_210414_303_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2021-04-14,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.696460798851,0.5,0.989805682214883,55.063442576059,8980,0.636174248800944,"n12","1.00","TCx",NA,NA
"1314","Q21.26.009","M.nemestrina",2021-04-14,"Brian","NHPacute",NA,"Q21.26.009.11.11.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.009/Q21.26.009.11.11.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.009/Q21.26.009.11.11.04.pxp","STG",1850,1410,"http://lims2/drawing_tool?image_series=1099362350","defer","L5","P7S4_210414_304_A01","neuromodulation",NA,NA,"5HT[100uM]",NA,NA,"5-HT","100","0",NA,NA,NA,2021-04-14,"exc","exc","L6_IT","L6_IT","L6_IT_1","L6_IT_1",0.708682479486524,0.78,1.02157774241696,51.9825318183152,7624,0.634397307394371,"L6_IT_1","0.78","TCx","L6_IT","L6_IT"
"1316","Q21.26.009","M.nemestrina",2021-04-14,"Brian","NHPacute",NA,"Q21.26.009.11.07.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.009/Q21.26.009.11.07.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.009/Q21.26.009.11.07.02.pxp","STG",1750,1408,"http://lims2/drawing_tool?image_series=1099363025","http://lims2/siv?sub_image=1129008781","L5","P7S4_210414_306_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"100","0",NA,NA,NA,2021-04-14,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.739306377306032,0.85,0.918204759476396,48.0170709309352,6674,0.544143744927688,"L5_ET_2","0.85","TCx","L5_ET","L5_ET"
"1317","Q21.26.009","M.nemestrina",2021-04-14,"Brian","NHPacute",NA,"Q21.26.009.11.07.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.009/Q21.26.009.11.07.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.009/Q21.26.009.11.07.03.pxp","STG",1723,1435,"http://lims2/drawing_tool?image_series=1099363025","defer","L5","P7S4_210414_307_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"100","0",NA,NA,NA,2021-04-14,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.552670013224646,0.98,0.595513247186709,17.5825465514905,4443,0.423718273706363,"L5_ET_2","0.98","TCx","L5_ET","L5_ET"
"1318","Q21.26.009","M.nemestrina",2021-04-14,"Cristina","NHPacute",NA,"Q21.26.009.11.02.01",NA,"//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.009/Q21.26.009.11.02.01.pxp","STG",NA,NA,"http://lims2/drawing_tool?image_series=1099362787","defer","NaN","PKS4_210414_225_A01","neuromodulation",NA,NA,"5HT[100uM]",NA,NA,"5-HT","100","0",NA,NA,NA,2021-04-14,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.820945899122645,1,1.04616825510941,57.0816989987107,6280,0.659522208276773,"L5_IT_2","1.00","TCx",NA,NA
"1319","Q21.26.009","M.nemestrina",2021-04-14,"Cristina","NHPacute",NA,"Q21.26.009.11.02.03",NA,"//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.009/Q21.26.009.11.02.03.pxp","STG",NA,NA,"http://lims2/drawing_tool?image_series=1099362787","defer","NaN","PKS4_210414_226_A01","neuromodulation",NA,NA,"5HT[100uM]",NA,NA,"5-HT","100","0",NA,NA,NA,2021-04-14,"exc","exc","L6_IT","L6_IT","L6_IT_1","L6_IT_1",0.661975447408709,1,0.948609325158143,54.5565512636494,6701,0.574757118764983,"L6_IT_1","1.00","TCx",NA,NA
"1320","Q21.26.010","M.nemestrina",2021-04-21,"Brian","NHPacute",NA,"Q21.26.010.11.13.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.010/Q21.26.010.11.13.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.010/Q21.26.010.11.13.01.pxp","STG",NA,529,"http://lims2/drawing_tool?image_series=1100780883","none","L3","P7S4_210421_301_A01","neuromodulation",NA,NA,"5HT[100uM]",NA,NA,"5-HT","NULL","0",NA,NA,NA,2021-04-21,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.755101823006682,1,0.907115681331491,43.3740111675076,6749,0.589303734464803,"L2/3_IT_3","1.00","TCx",NA,NA
"1321","Q21.26.010","M.nemestrina",2021-04-21,"Brian","NHPacute",NA,"Q21.26.010.11.13.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.010/Q21.26.010.11.13.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.010/Q21.26.010.11.13.02.pxp","STG",NA,905,"http://lims2/drawing_tool?image_series=1100780883","none","L3","P7S4_210421_302_A01","neuromodulation",NA,NA,"5HT[100uM]",NA,NA,"5-HT","NULL","0",NA,NA,NA,2021-04-21,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.749588086761473,1,1.01633233649043,62.8780978251893,6627,0.662179831828955,"L2/3_IT_1","1.00","TCx","L2/3_IT","L2/3_IT"
"1322","Q21.26.010","M.nemestrina",2021-04-21,"Brian","NHPacute",NA,"Q21.26.010.11.13.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.010/Q21.26.010.11.13.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.010/Q21.26.010.11.13.03.pxp","STG",NA,950,"http://lims2/drawing_tool?image_series=1100780883","none","L3","P7S4_210421_303_A01","neuromodulation",NA,NA,"5HT[100uM]",NA,NA,"5-HT","NULL","0",NA,NA,NA,2021-04-21,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_1","L2/3_IT_1",0.746166882209923,1,0.968509838792472,56.5293477413716,7797,0.638459703906977,"L2/3_IT_1","1.00","TCx",NA,NA
"1326","Q21.26.011","M.nemestrina",2021-05-05,"Brian","NHPacute",NA,"Q21.26.011.11.04.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.011/Q21.26.011.11.04.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.011/Q21.26.011.11.04.01.pxp","SFG",NA,240,"http://lims2/drawing_tool?image_series=1103827810","none","L2","P7S4_210505_303_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","CN2320",NA,"SYFP",2021-05-05,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.762793640593723,1,0.481771715072946,41.943967430921,4445,0.41068387108143,"Chandelier_1","1.00","MCx",NA,NA
"1327","Q21.26.011","M.nemestrina",2021-05-05,"Brian","NHPacute",NA,"Q21.26.011.11.04.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.011/Q21.26.011.11.04.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.011/Q21.26.011.11.04.02.pxp","SFG",NA,381,"http://lims2/drawing_tool?image_series=1103827810","none","L3","P7S4_210505_304_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","CN2320",NA,"SYFP",2021-05-05,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.754150533964881,1,0.500857168610037,51.6938164113137,4190,0.350730423935827,"Chandelier_1","1.00","MCx",NA,NA
"1328","Q21.26.011","M.nemestrina",2021-05-05,"Brian","NHPacute",NA,"Q21.26.011.11.04.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.011/Q21.26.011.11.04.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.011/Q21.26.011.11.04.03.pxp","SFG",NA,202,"http://lims2/drawing_tool?image_series=1103827810","http://lims2/siv?sub_image=1141277629","L2","P7S4_210505_305_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","CN2320",NA,"SYFP",2021-05-05,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.761231227446205,1,0.544172629880562,54.1678597977885,5662,0.449874159613594,"Chandelier_1","1.00","MCx",NA,NA
"1329","Q21.26.011","M.nemestrina",2021-05-05,"Brian","NHPacute",NA,"Q21.26.011.11.13.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.011/Q21.26.011.11.13.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.011/Q21.26.011.11.13.01.pxp","SFG",NA,327,"http://lims2/drawing_tool?image_series=1103827964","none","L3","P7S4_210505_306_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","CN2320",NA,"none",2021-05-05,"inh","inh","Pax6","Pax6","Pax6_2","Pax6_2",0.440845984519568,0.9,0.614794416821466,33.2088883840471,2265,0.321057863945603,"Pax6_2","0.90","MCx",NA,NA
"1330","Q21.26.011","M.nemestrina",2021-05-05,"Cristina","NHPacute",NA,"Q21.26.011.11.01.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.011/Q21.26.011.11.01.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.011/Q21.26.011.11.01.01.pxp","SFG",NA,NA,"http://lims2/drawing_tool?image_series=1103827661","defer","NaN","PKS4_210505_225_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","CN2320",NA,"SYFP",2021-05-05,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.384444122570878,0.54,0.717080457162927,31.7860000807528,4254,0.280774040607804,"n21","1.00","MCx",NA,NA
"1333","Q21.26.011","M.nemestrina",2021-05-05,"Cristina","NHPacute",NA,"Q21.26.011.11.03.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.011/Q21.26.011.11.03.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.011/Q21.26.011.11.03.03.pxp","SFG",NA,307,"http://lims2/drawing_tool?image_series=1103827921","defer","NaN","PKS4_210505_226_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","CN2320",NA,"SYFP",2021-05-05,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.732193327879978,1,0.646336472808932,53.6902925329565,4881,0.444249532363717,"Chandelier_1","1.00","MCx",NA,NA
"1334","Q21.26.013","M.nemestrina",2021-05-12,"Brian","NHPacute",NA,"Q21.26.013.11.03.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.013/Q21.26.013.11.03.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.013/Q21.26.013.11.03.01.pxp","STG",1662,1494,"http://lims2/drawing_tool?image_series=1105103836","defer","L5","P7S4_210512_301_A01","neuromodulation",NA,NA,"5HT[100uM]",NA,NA,"5-HT","100","0",NA,NA,NA,2021-05-12,"exc","exc","L5_IT","L5_IT","L5_IT_2","L5_IT_2",0.752680762896356,1,1.03581158462702,51.5183139002918,8581,0.605527805362834,"L5_IT_2","1.00","TCx","L5_IT","L5_IT"
"1336","Q21.26.013","M.nemestrina",2021-05-12,"Brian","NHPacute",NA,"Q21.26.013.11.12.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.013/Q21.26.013.11.12.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.013/Q21.26.013.11.12.01.pxp","STG",1562,1282,"http://lims2/drawing_tool?image_series=1105104216","http://lims2/siv?sub_image=1141251016","L4","P7S4_210512_303_A01","neuromodulation","multiple Vm",NA,"5HT[100uM]",NA,NA,"5-HT","100","0",NA,NA,NA,2021-05-12,"exc","exc","L5_ET","L5_ET","L5_ET_1","L5_ET_1",0.745910658621523,0.87,0.854112521752612,43.4945379106253,8637,0.605802646265624,"L5_ET_1","0.87","TCx","L5_ET","L5_ET"
"1338","Q21.26.013","M.nemestrina",2021-05-12,"Cristina","NHPacute",NA,"Q21.26.013.11.01.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.013/Q21.26.013.11.01.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.013/Q21.26.013.11.01.01.pxp","STG",1100,NA,"http://lims2/drawing_tool?image_series=1105103511","defer","NaN","PKS4_210512_225_A01","neuromodulation",NA,NA,"5HT[100uM]",NA,NA,"5-HT","100","0",NA,NA,NA,2021-05-12,"exc","exc","L2/3_IT","L2/3_IT","L2/3_IT_3","L2/3_IT_3",0.604194909869869,0.49,1.02961021423827,48.849754624122,4062,0.548377536396,"n2","1.00","TCx",NA,NA
"1339","Q21.26.017","M.mulatta",2021-05-25,"Brian","NHPacute",NA,"Q21.26.017.11.03.01","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.017/Q21.26.017.11.03.01-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.017/Q21.26.017.11.03.01.pxp","STG",1441,1182,"http://lims2/drawing_tool?image_series=1108127867","defer","L5","P7S4_210525_301_A01","Patch-seq","extended FI, tri blip, multiple Vm",NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2021-05-25,"exc","exc","L5_ET","L5_ET","L5_ET_2","L5_ET_2",0.755360106163076,1,0.954898974494194,45.091618811181,8082,0.635802796693968,"L5_ET_2","1.00","TCx","L5_ET","L5_ET"
"1340","Q21.26.017","M.mulatta",2021-05-25,"Brian","NHPacute",NA,"Q21.26.017.11.03.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.017/Q21.26.017.11.03.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.017/Q21.26.017.11.03.02.pxp","STG",1550,1229,"http://lims2/drawing_tool?image_series=1108127867","http://lims2/siv?sub_image=1141366329","L5","P7S4_210525_302_A01","Patch-seq","extended FI, tri blip",NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2021-05-25,"exc","exc","L5_ET","L5_ET","L5_ET_1","L5_ET_1",0.727577017025406,1,0.922861051607679,54.4179472641322,7888,0.576438547417172,"L5_ET_1","1.00","TCx","L5_ET","L5_ET"
"1341","Q21.26.017","M.mulatta",2021-05-25,"Brian","NHPacute",NA,"Q21.26.017.11.03.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.017/Q21.26.017.11.03.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.017/Q21.26.017.11.03.03.pxp","STG",NA,NA,"http://lims2/drawing_tool?image_series=1108127867","defer","L5","P7S4_210525_303_A01","Patch-seq","extended FI, tri blip",NA,NA,NA,NA,NA,"NULL","0",NA,NA,NA,2021-05-25,"exc","exc","L5_ET","L5_ET","L5_ET_1","L5_ET_1",0.728710592227677,1,0.869707824921087,53.409863906858,7210,0.573689306665015,"L5_ET_1","1.00","TCx","L5_ET","L5_ET"
"1346","Q21.26.018","M.nemestrina",2021-06-09,"Brian","NHPacute",NA,"Q21.26.018.11.01.02","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.11.01.02-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.11.01.02.pxp","SFG",NA,317,"http://lims2/drawing_tool?image_series=1110617338","defer","L3","P7S4_210609_301_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","CN2321",NA,"SYFP",2021-06-09,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.728707214868156,1,0.36351071597692,36.9930180500491,4244,0.360646492459167,"Chandelier_1","1.00","MCx",NA,NA
"1347","Q21.26.018","M.nemestrina",2021-06-09,"Brian","NHPacute",NA,"Q21.26.018.11.01.03","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.11.01.03-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.11.01.03.pxp","SFG",NA,328,"http://lims2/drawing_tool?image_series=1110617338","defer","L3","P7S4_210609_302_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","CN2321",NA,"SYFP",2021-06-09,"inh","inh","Vip","Vip","Vip_4","Vip_4",0.759544388412894,0.64,0.384843374332804,44.8697994338409,3903,0.394270153196893,"n31","1.00","MCx",NA,NA
"1348","Q21.26.018","M.nemestrina",2021-06-09,"Brian","NHPacute",NA,"Q21.26.018.11.01.04","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.11.01.04-compressed.nwb","//allen/programs/celltypes/workgroups/hct/HCT_Ephys_Data/NHP_expts/2021/Q21.26.018/Q21.26.018.11.01.04.pxp","SFG",NA,264,"http://lims2/drawing_tool?image_series=1110617338","defer","L2","P7S4_210609_303_A01","Patch-seq",NA,NA,NA,NA,NA,NA,"NULL","0","CN2321",NA,"SYFP",2021-06-09,"inh","inh","Chandelier","Chandelier","Chandelier_1","Chandelier_1",0.729119071613798,1,0.463728767195113,39.3945823074553,5214,0.414079605597197,"Chandelier_1","1.00","MCx",NA,NA
