,cell_name,peak_ratio_chirp,peak_freq,db_freq,low_freq_impedance_chirp,high_freq_impedance_chirp,peak_impedance_chirp,phase_peak_chirp,phase_low,phase_high,sync_freq_chirp,total_inductive_phase_chirp,v_baseline_chirp,input_resistance,input_resistance_ss,SSRn,sag_ratio,sag,Vm_VI,tau,Donor,Species,Specie,slice_type,Preparation,sample_id,Brain_Region,Overall Brain Region,drug,Drug_concentration,Virus,Reporter_positive,Delivery_method,DIV,ROI_major,score.Corr_label,cluster_Corr,subclass_Corr_label,patched_cell_container_label,HCN1,HCN2,HCN3,HCN4,PEX5L,Genes.Detected_label,percent_reads_aligned_to_introns_label,marker_sum_norm_label,quality_score_label,pia_depth,pia_distance,layer
289,QN22.26.021.4A.03.01,1.526206686,3.951177451,8.402503946,64.657667,22.943727,98.680964,-0.347603918,0.083763348,-1.299444409,2.050611082,0.005538437,-59.10223345,73.39649716,46.40013205,46.40013205,1.581816558,0.369297832,-61.15441132,12.939873,QN22.26.021,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,none,in vitro,0,MCx,,,,,,,,,,,,,,438,438,L3
290,QN22.26.021.4A.03.02,1.556229078,3.401013502,9.502831844,46.022756,19.787008,71.621951,-0.214756988,0.093238866,-1.090256335,2.100625987,0.004674748,-60.05987847,57.80102601,38.4133509,38.4133509,1.504711894,0.357440144,-60.39045715,13.629423,QN22.26.021,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,none,in vitro,0,MCx,,,,,,,,,,,,,,444,444,L3
291,QN22.26.021.4A.03.03,1.359856834,3.000894266,9.652876557,71.512647,25.523253,97.246962,-0.217093089,0.039388453,-1.003497556,1.650491847,0.002346366,-57.46667548,84.16681238,57.80111777,57.80111777,1.456145065,0.260491759,-57.65045929,16.151772,QN22.26.021,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220623_225_A01,M1-trunk,Motor,,,uninfected,none,in vitro,0,MCx,0.652908191,L2/3 IT_1,L2/3 IT,PCS4_220623_225_A01,2505.337208,0,0,3.819111598,928.0441184,3647,57.04731332,0.862854631,0.515664867,387,387,L3
292,QN22.26.021.4A.03.04,1.321634143,3.651088024,11.05329388,129.280114,52.5587,170.861012,-0.193593175,0.096405248,-1.08743808,1.950581273,0.002962057,-63.35347179,129.1299232,102.0712713,102.0712713,1.265095668,0.161248535,-63.29138947,10.291876,QN22.26.021,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,none,in vitro,0,MCx,,,,,,,,,,,,,,381,381,L3
293,QN22.26.021.4A.03.05,1.493165014,3.200953884,11.10330879,51.679037,21.743511,77.16533,-0.15007922,0.024844884,-1.107588302,2.100625987,0.004090409,-61.63067782,63.09005222,47.16541703,47.16541703,1.33763372,0.237961784,-62.73445129,13.528248,QN22.26.021,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220623_226_A01,M1-trunk,Motor,,,uninfected,none,in vitro,0,MCx,0.688844147,L2/3 IT_1,L2/3 IT,PCS4_220623_226_A01,834.4180768,0,0,0,1331.731251,4933,50.18831961,0.905761507,0.512015957,475,475,L3
294,QN22.26.021.4A.03.06,1.219934592,2.900864458,10.30307031,82.165698,28.243672,100.236777,-0.143670942,0.015131461,-0.928842122,2.000596178,0.003652438,-59.40228926,78.02547042,54.63915129,54.63915129,1.428013953,0.263962865,-59.86034775,13.753652,QN22.26.021,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,none,in vitro,0,MCx,,,,,,,,,,,,,,651,651,L3
295,QN22.26.021.4A.03.07,1.516865214,3.501043311,9.452816939,60.657635,29.742536,92.009457,-0.163005644,0.171105096,-1.147086219,1.80053656,0.005863302,-62.81162764,71.89117741,41.51694324,41.51694324,1.731610562,0.414777011,-63.40816498,13.410009,QN22.26.021,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,none,in vitro,0,MCx,,,,,,,,,,,,,,1007,1007,L3
296,QN22.26.021.4A.03.08,1.612438377,2.650789935,8.55254866,76.337947,39.574915,123.090235,-0.068855507,-0.149047375,-0.809349673,2.2506707,0.003673736,-57.85669939,111.3968329,86.78843112,86.78843112,1.283544724,0.177620396,-59.70454407,13.001676,QN22.26.021,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,none,in vitro,0,MCx,,,,,,,,,,,,,,237,237,L3
297,QN22.26.021.4A.04.01,1.334199015,2.650789935,10.70318955,163.921595,77.095966,218.70403,-0.083073596,0.147440697,-0.990295574,1.850551464,0.004166053,-51.35841373,203.8709342,95.766583,95.766583,2.128831663,0.498106241,-51.87294006,14.639534,QN22.26.021,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,none,in vitro,1,MCx,,,,,,,,,,,,,,320,320,L3
298,QN22.26.021.4A.04.02,1.119046004,1.550462038,8.402503946,166.281374,40.819919,186.076507,-0.104693877,0.015146323,-1.185232658,0.45013414,0.000426502,-61.56345836,142.1002269,124.2895415,124.2895415,1.143299953,0.143705666,-60.60767365,15.291359,QN22.26.021,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220624_225_A01,M1-trunk,Motor,,,uninfected,none,in vitro,1,MCx,0.660351055,L2/3 IT_1,L2/3 IT,PCS4_220624_225_A01,161.8834937,0,0,0,124.5257644,5414,42.40964108,0.8458315,0.533146053,334,334,L3
299,QN22.26.021.4A.04.03,1.220487273,3.300983693,10.55314484,62.534716,21.160238,76.322825,-0.164586654,0.032091336,-1.241590332,1.300387515,0.000965411,-55.8920021,63.2090749,50.49465798,50.49465798,1.251797268,0.172433168,-55.66680908,12.543039,QN22.26.021,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,none,in vitro,1,MCx,,,,,,,,,,,,,,390,390,L3
300,QN22.26.025.4A.01.01,1,0.400119236,5.40160968,273.35898,53.341673,273.35898,0.011455554,0.011455554,-0.899377607,0.45013414,0.000367435,-57.55641668,148.6735611,123.5712204,123.5712204,1.203140672,0.171639174,-57.51052094,18.245695,QN22.26.025,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220713_225_A01,M1-trunk,Motor,,,uninfected,,in vitro,2,MCx,0.702733996,L2/3 IT_1,L2/3 IT,PCS4_220713_225_A01,789.2393207,6.141940239,0,6.141940239,233.3937291,8972,46.72775934,0.990110221,0.666259329,705,705,L3
301,QN22.26.025.4A.01.02,1.348161337,3.801132738,12.00357707,59.194653,29.782361,79.803943,-0.148136686,0.075392721,-0.934936974,2.750819744,0.003183148,-58.66108022,68.24029768,50.12599223,50.12599223,1.361375499,0.269916803,-58.80557251,11.218507,QN22.26.025,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220713_226_A01,M1-trunk,Motor,,,uninfected,,in vitro,2,MCx,0.732277733,L2/3 IT_1,L2/3 IT,PCS4_220713_226_A01,420.9176004,11.45354015,2.863385037,11.45354015,632.8080931,10794,37.68154097,0.964506215,0.628533091,437,437,L3
302,QN22.26.025.4A.01.03,1.299517244,5.701699106,15.50462038,77.078433,46.047878,100.164753,-0.182656736,-0.017165842,-0.617308126,3.100924075,0.002320036,-58.22695876,107.2211199,76.59631884,76.59631884,1.399820794,0.241847351,-54.22998428,12.203151,QN22.26.025,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220713_227_A01,M1-trunk,Motor,,,uninfected,,in vitro,2,MCx,0.694623158,L2/3 IT_1,L2/3 IT,PCS4_220713_227_A01,653.6670396,9.756224471,0,0,601.6338424,6651,54.38331968,0.907620703,0.528213851,454,454,L3
303,QN22.26.025.4A.06.01,1.615899033,4.05120726,11.45341312,174.435576,85.134629,281.870279,-0.172942824,0.120118832,-1.233867065,2.650789935,0.006282654,-60.50891708,205.6863909,132.2976221,132.2976221,1.554724776,0.321575522,-56.84377289,9.683383,QN22.26.025,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,,in vitro,3,MCx,,,,,,,,,,,,,,786,786,L3
304,QN22.26.025.4A.06.02,1.104765946,1.650491847,5.651684202,146.832959,33.892716,162.216053,-0.182798495,-0.006159699,-0.794655641,0.400119236,0,-61.2098542,120.7361335,100.7518871,100.7518871,1.198351087,0.168831527,-61.17625427,17.156633,QN22.26.025,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220714_225_A01,M1-trunk,Motor,,,uninfected,,in vitro,3,MCx,0.629575309,L2/3 IT_1,L2/3 IT,PCS4_220714_225_A01,342.6058985,9.516830515,12.68910735,6.344553677,34.89504522,9272,41.24931822,0.957516954,0.529736935,794,794,L3
305,QN22.26.025.4A.06.03,1.39883333,5.701699106,8.352489042,84.350258,31.852612,117.991953,-0.548560712,-0.003443012,-0.660370368,2.000596178,0.002323234,-56.47154225,77.77877911,48.90900792,48.90900792,1.590275134,0.392323017,-58.09580231,21.836982,QN22.26.025,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,,in vitro,3,MCx,,,,,,,,,,,,,,436,436,L3
306,QN22.26.025.4A.06.04,1.408815928,3.651088024,10.20304051,65.382296,20.82478,92.111621,-0.212210913,0.016629823,-1.388267852,1.950581273,0.002399626,-53.56369272,75.69398725,53.91798174,53.91798174,1.403872786,0.268830091,-52.59165955,13.934439,QN22.26.025,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,,in vitro,3,MCx,,,,,,,,,,,,,,432,432,L3
307,QN22.26.025.4A.06.05,1.345081334,3.300983693,7.602265475,89.169698,25.074457,119.940497,-0.300486757,0.149503456,-1.387954782,1.650491847,0.004251374,-54.58944692,93.97960869,60.22085448,60.22085448,1.560582451,0.376998752,-56.83083344,19.043802,QN22.26.025,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,,in vitro,3,MCx,,,,,,,,,,,,,,990,990,L3
308,QN22.26.026.4A.01.02,1.168062606,0.950283184,7.502235666,70.111466,32.965528,81.894582,-0.065586451,0.107328246,-0.631888313,0.45013414,0.003615768,-59.37428224,77.37076321,68.75939756,68.75939756,1.125239109,0.080030948,-58.92444992,13.37121,QN22.26.026,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,uninfected,,in vitro,0,TCx,,,,,,,,,,,,,,952,952,L3
309,QN22.26.026.4A.01.03,1.03741505,0.800238471,3.100924075,114.083371,23.70998,118.351806,-0.597852251,1.721224368,-0.284293195,33.7600605,0.010251486,-51.38465872,67.39400606,59.10598136,59.10598136,1.140223113,0.064573146,-53.529953,17.664948,QN22.26.026,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,uninfected,,in vitro,0,TCx,,,,,,,,,,,,,,840,840,L3
310,QN22.26.026.4A.06.01,2.283532101,0.650193758,2.850849553,40.109613,15.502911,91.591589,0.147688419,0.553889652,-0.824921138,1.200357707,0.008150747,-63.42707289,55.43062365,44.90508415,44.90508415,1.234395274,0.167019442,-63.92233658,21.635779,QN22.26.026,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220721_225_A01,ITG,Temporal,,,uninfected,,in vitro,1,TCx,,,,,,,,,,,,,,816,816,L3
311,QN22.26.026.4A.06.02,1.086909974,0.650193758,7.702295284,58.159957,14.422267,63.214637,-0.003384621,0.136563208,-0.515072418,1.550462038,0.002653551,-57.10560259,46.33289646,38.40686076,38.40686076,1.206370308,0.176541239,-58.04745483,18.125146,QN22.26.026,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,uninfected,,in vitro,1,TCx,,,,,,,,,,,,,,875,875,L3
312,QN22.26.026.4A.06.03,1.110306422,0.550163949,1.450432229,206.991097,79.505549,229.823544,-0.184049116,-1.302514707,-0.568646479,33.50998598,0.022709788,-58.85315542,49.29988139,39.18961602,39.18961602,1.257983272,0.164469823,-61.52147675,18.679065,QN22.26.026,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,uninfected,,in vitro,1,TCx,,,,,,,,,,,,,,728,728,L3
313,QN22.26.026.4A.06.04,1.079573133,1.950581273,5.751714011,74.674049,13.855578,80.616097,-0.203199775,0.24371261,-0.90470725,0.700208662,0.005108801,-60.97086163,70.67335799,58.95842887,58.95842887,1.198698122,0.113670819,-63.68856812,20.498973,QN22.26.026,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220721_226_A01,ITG,Temporal,,,uninfected,,in vitro,1,TCx,0.684847281,L2/3 IT_1,L2/3 IT,PCS4_220721_226_A01,280.1016201,1.958752588,0,5.876257764,752.1609938,9250,50.30319498,1.009246743,0.619243509,660,660,L3
314,QN22.26.027.4A.07.01,1.06503576,1.750521655,5.651684202,276.928206,49.549018,294.938442,-0.25053906,0.00583983,-1.132652968,0.400119236,0.000292079,-49.90537681,175.846344,157.1348495,157.1348495,1.119079214,0.147993818,-51.17500305,18.976299,QN22.26.027,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220728_225_A01,ITG,Temporal,,,uninfected,,in vitro,2,TCx,0.576242421,L2/3 IT_1,L2/3 IT,PCS4_220728_225_A01,155.105855,9.574435491,0,5.744661295,1238.931953,7589,44.11625937,0.94892801,0.5584749,,,L3
315,QN22.26.027.4A.07.02,1.046318676,1.700506751,7.752310188,151.070801,46.572836,158.068201,-0.100815042,0.080766185,-1.047420768,0.550163949,0.002285748,-58.68324729,127.3586861,112.3237373,112.3237373,1.133853709,0.11339879,-58.90121078,13.634065,QN22.26.027,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,uninfected,,in vitro,2,TCx,,,,,,,,,,,,,,,,L3
316,QN22.26.027.4A.08.01,1.152766552,1.400417324,5.001490444,218.083218,42.231221,251.399039,-0.148284749,0.121538914,-1.008507959,0.650193758,0.002800307,-66.64444199,131.1159973,113.6102753,113.6102753,1.154085729,0.180993468,-65.3521347,21.287859,QN22.26.027,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,uninfected,,in vitro,2,TCx,,,,,,,,,,,,,,839,839,L3
317,QN22.26.027.4A.08.02,1.361055765,3.200953884,7.65228038,124.604349,37.112673,169.593467,-0.27346452,0.179323524,-1.007493558,1.550462038,0.005112653,-57.04563169,127.0990877,87.69106066,87.69106066,1.449396173,0.307475567,-56.75891876,16.673673,QN22.26.027,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220728_226_A01,ITG,Temporal,,,uninfected,,in vitro,2,TCx,0.730822214,L2/3 IT_1,L2/3 IT,PCS4_220728_226_A01,160.234692,26.30718824,0.797187522,0,821.1031481,10517,44.03939277,1.035334223,0.621771393,924,924,L3
318,QN22.26.028.4A.07.01,1.330171415,1.750521655,8.402503946,82.419188,28.207892,109.631648,-0.069035074,-0.045801187,-0.881494873,1.050312993,0.002499034,-57.95863621,89.26287264,72.18408327,72.18408327,1.236600489,0.175731137,-57.47938538,17.520171,QN22.26.028,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,,in vitro,1,MCx,,,,,,,,,,,,,,660,660,L3
319,QN22.26.028.4A.07.02,1.355042874,3.200953884,7.252161144,107.589483,32.029938,145.788362,-0.260222407,0.204342511,-0.964009134,1.600476942,0.004973106,-48.84207001,121.4901115,74.61493724,74.61493724,1.628227751,0.337285548,-49.58597946,16.636477,QN22.26.028,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,,in vitro,1,MCx,,,,,,,,,,,,,,380,380,L3
320,QN22.26.028.4A.07.03,1.241861214,2.100625987,9.152727513,100.656354,35.465305,125.001223,-0.119721902,0.041499303,-0.824914715,0.45013414,0.001408646,-67.37876908,100.4100387,92.63490832,92.63490832,1.08393305,0.061211597,-70.8429184,13.13482,QN22.26.028,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220804_225_A01,M1-trunk,Motor,,,uninfected,,in vitro,1,MCx,0.58814522,L2/3 IT_3,L2/3 IT,PCS4_220804_225_A01,147.1973622,0,4.906578741,9.813157482,387.6197205,7403,43.20814109,0.984537439,0.553105793,636,636,L3
321,QN22.26.028.4A.07.04,1.498748725,2.650789935,7.952369806,60.441373,19.998284,90.586431,-0.171503357,0.212445568,-1.196601104,1.050312993,0.005963374,-55.80643566,69.90070962,54.07696595,54.07696595,1.292615227,0.212942645,-56.94692993,16.985098,QN22.26.028,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,,in vitro,1,MCx,,,,,,,,,,,,,,613,613,L3
322,QN22.26.029.4A.05.02,1.173383803,2.350700509,5.901758724,96.099283,17.567027,112.761342,-0.219109495,-0.027954465,-0.889013926,0.800238471,7.99E-05,-62.10413864,89.7396531,57.84658999,57.84658999,1.551338689,0.302062213,-63.58410263,17.770056,QN22.26.029,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,,in vitro,2,MCx,,,,,,,,,,,,,,503,503,L3
323,QN22.26.029.4A.05.03,1.29324171,1.700506751,7.602265475,73.853973,24.449821,95.511038,-0.142939968,0.074223731,-0.917848829,1.150342802,0.001607532,-54.28815104,80.9376031,62.01207135,62.01207135,1.305191092,0.231831729,-56.18321991,17.94925,QN22.26.029,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,,in vitro,2,MCx,,,,,,,,,,,,,,458,458,L3
324,QM22.26.031.4A.01.01,1.132196399,1.80053656,6.651982291,123.615015,33.976364,139.956475,-0.181689686,0.11445659,-0.879224848,0.950283184,0.001942544,-67.77333615,122.4356863,99.14687492,99.14687492,1.234892036,0.204138368,-66.09083557,20.495211,QM22.26.031,M.mulatta,,NHP_culture,culture,PCS4_220829_225_A01,M1-trunk,Motor,,,uninfected,,in vitro,0,MCx,0.698442643,L2/3 IT_1,L2/3 IT,PCS4_220829_225_A01,303.105876,0,0,7.673566482,34.53104917,8111,45.23251999,0.904814079,0.69534073,707,707,L3
325,QM22.26.031.4A.01.02,1.130458881,4.05120726,7.952369806,101.902376,36.104296,115.196446,-0.302442536,0.130822953,-0.565861138,1.450432229,0.002525819,-65.51328253,108.6190858,90.04474331,90.04474331,1.206279032,0.184142664,-65.71144104,13.602757,QM22.26.031,M.mulatta,,NHP_culture,culture,PCS4_220829_226_A01,M1-trunk,Motor,,,uninfected,,in vitro,0,MCx,0.721220227,L2/3 IT_1,L2/3 IT,PCS4_220829_226_A01,470.3564221,3.178083933,0,0,813.5894869,9435,51.57747397,0.973621309,0.615723916,630,630,L3
326,QM22.26.031.4A.02.01,1.082184221,2.200655795,7.502235666,149.588724,42.473834,161.882557,-0.251836768,0.095824618,-1.005152928,0.550163949,0.002405599,-57.98372365,114.5322342,96.4205246,96.4205246,1.187840812,0.175969899,-59.1531105,14.303321,QM22.26.031,M.mulatta,,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,,in vitro,1,MCx,,,,,,,,,,,,,,501,501,L3
327,QM22.26.031.4A.02.02,1.307685902,2.400715413,11.2533535,70.36871,30.405267,92.02017,-0.079995756,0.051449017,-0.646868274,1.900566369,0.001076421,-58.06735298,73.60253308,56.67624293,56.67624293,1.298648768,0.243453756,-59.12258911,11.810108,QM22.26.031,M.mulatta,,NHP_culture,culture,PCS4_220830_225_A01,M1-trunk,Motor,,,uninfected,,in vitro,1,MCx,0.613855829,L2/3 IT_1,L2/3 IT,PCS4_220830_225_A01,1246.701037,15.34401277,15.34401277,19.18001596,1292.733076,6527,52.51100037,1.018880158,0.524131223,480,480,L3
328,QM22.26.031.4A.02.03,1.381640752,3.250968789,8.202444328,135.420625,59.100303,187.102655,-0.198200846,0.085722184,-0.743406256,2.100625987,0.003936451,-59.68787333,163.3292152,123.0204928,123.0204928,1.3276586,0.224374935,-59.66464996,13.631612,QM22.26.031,M.mulatta,,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,,in vitro,1,MCx,,,,,,,,,,,,,,481,481,L3
329,QM22.26.031.4A.03.01,1.036581764,0.950471434,3.101538363,309.203019,22.503281,320.514211,-0.207643886,0.048446073,-0.017002493,0.400198498,0.002423506,-60.77060965,150.3203964,141.4347305,141.4347305,1.062825205,0.045291811,-58.83428955,22.078087,QM22.26.031,M.mulatta,,NHP_culture,culture,,M1-trunk,Motor,,,uninfected,,in vitro,0,MCx,,,,,,,,,,,,,,,,L3
330,QM22.26.031.4A.03.02,1.47975072,4.301281782,11.15332369,43.992793,17.399995,65.098367,-0.216407989,0.148091757,-1.176504688,2.300685604,0.004856524,-70.53588689,60.0795519,42.00379861,42.00379861,1.430336157,0.309104979,-71.21858978,14.603655,QM22.26.031,M.mulatta,,NHP_culture,culture,PCS4_220830_751_A01,M1-trunk,Motor,,,uninfected,,in vitro,0,MCx,,,,,,,,,,,,,,751,751,L3
332,QN22.26.033.4A.04.01,1,0.400119236,3.350998598,213.195192,30.043358,213.195192,-0.195753657,-0.195753657,-1.227067947,0.400119236,0,-55.03174645,154.6031498,144.3347374,144.3347374,1.071143043,0.043035064,-59.42809296,21.527616,QN22.26.033,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,uninfected,,in vitro,0,TCx,,,,,,,,,,,,,,306,306,L3
333,QN22.26.033.4A.04.02,1.111023139,2.150640891,8.352489042,79.450149,23.873922,88.270954,-0.199530393,0.023156212,-1.141605108,0.45013414,0.000726951,-58.44880387,72.75655592,61.7164818,61.7164818,1.178883724,0.138271615,-58.45714569,14.658535,QN22.26.033,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,uninfected,,in vitro,0,TCx,,,,,,,,,,,,,,467,467,L3
334,QN22.26.033.4A.04.03,1.1496876,3.350998598,14.05418815,57.46869,21.672098,66.071041,-0.171032883,-0.001283852,-0.830448401,1.150342802,0.002086375,-57.67356067,52.33596492,43.39436608,43.39436608,1.206054372,0.145888448,-56.92934036,11.657783,QN22.26.033,M.nemestrina,Macaque,NHP_culture,culture,,ITG,Temporal,,,uninfected,,in vitro,0,TCx,,,,,,,,,,,,,,472,472,L3
335,QN22.26.033.4A.04.04,1.207383056,1.500447133,7.65228038,119.443443,39.455449,144.21399,-0.090150453,-0.096573529,-0.85148524,1.950581273,0.003198567,-54.39554368,120.9592654,92.15441626,92.15441626,1.312571555,0.255259693,-54.59098434,16.566291,QN22.26.033,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220929_225_A01,ITG,Temporal,,,uninfected,,in vitro,0,TCx,0.564122527,L2/3 IT_1,L2/3 IT,PCS4_220929_225_A01,241.5621016,5.368046702,0,24.15621016,356.9751057,12621,39.49404699,0.954463575,0.486360611,699,699,L3
336,QN22.26.033.4A.11.01,1,0.400119236,6.351892864,139.03516,15.445288,139.03516,0.065368789,0.065368789,-1.090163921,1.000298089,0.00084706,-61.72075958,100.2244155,85.07957046,85.07957046,1.178008011,0.191834852,-62.98474121,13.624818,QN22.26.033,M.nemestrina,Macaque,NHP_culture,culture,,STG,Temporal,,,uninfected,,in vitro,1,TCx,,,,,,,,,,,,,,424,424,L3
337,QN22.26.033.4A.11.02,1.041528365,1.850551464,8.302474137,167.772966,40.807322,174.740303,-0.181187688,0.130695508,-1.120330404,0.500149044,0.003750228,-70.19209849,129.517781,105.6116053,105.6116053,1.226359364,0.226617128,-68.30162811,14.953751,QN22.26.033,M.nemestrina,Macaque,NHP_culture,culture,,STG,Temporal,,,uninfected,,in vitro,1,TCx,,,,,,,,,,,,,,496,496,L3
338,QN22.26.033.4A.11.03,1.039884268,1.80053656,6.501937577,266.226645,46.941949,276.8449,-0.214300942,-0.008922333,-1.254617351,0.550163949,0.00012974,-65.07614496,130.9263153,76.79071045,76.79071045,1.704975961,0.351972312,-65.84762573,15.035966,QN22.26.033,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220930_225_A01,STG,Temporal,,,uninfected,,in vitro,1,TCx,0.656370572,L2/3 IT_1,L2/3 IT,PCS4_220930_225_A01,360.9089929,0,37.33541305,4.148379228,837.9726041,7247,46.14968963,0.837648335,0.50352033,767,767,L3
339,QN22.26.033.4A.11.04,1.343748213,4.001192355,10.30307031,112.861917,37.562978,151.658,-0.242471879,0.146433746,-1.198707786,1.950581273,0.003634446,-68.00503397,110.959118,68.1016788,68.1016788,1.629315458,0.433527976,-66.50621033,12.521308,QN22.26.033,M.nemestrina,Macaque,NHP_culture,culture,,STG,Temporal,,,uninfected,,in vitro,1,TCx,,,,,,,,,,,,,,657,657,L3
340,QN22.26.033.4A.07.04,2.009354797,4.751415922,9.652876557,42.442945,19.849099,85.282935,-0.258610689,0.006595667,-1.124371958,3.551058215,0.009792345,-59.65971048,66.05164193,28.1093051,28.1093051,2.349814117,0.560229719,-58.81426239,13.642118,QN22.26.033,M.nemestrina,Macaque,NHP_culture,culture,PCS4_221004_226_A01,STG,Temporal,,,CN2787,,in vitro,6,TCx,0.74357043,L2/3 IT_1,L2/3 IT,PCS4_221004_226_A01,364.8585897,3.6854403,0,7.370880599,843.9658286,10657,45.25585949,0.902813783,0.657614673,818,818,L3
341,QN22.26.033.4A.07.05,1.38846061,2.950879362,8.652578468,102.707101,33.006699,142.604764,-0.145993219,0.177257814,-0.879956356,2.100625987,0.003305211,-52.22164428,104.7617433,67.09762161,67.09762161,1.561333186,0.378666073,-53.84113312,15.648019,QN22.26.033,M.nemestrina,Macaque,NHP_culture,culture,PCS4_221004_227_A01,STG,Temporal,,,CN2787,,in vitro,6,TCx,,,,,,,,,,,,,,544,544,L3
342,QN22.26.033.4A.07.06,1.652635202,3.751860923,7.353647409,94.091009,39.844789,155.498113,-0.294578238,0.115936612,-1.400046702,1.400694745,0.00405889,-62.65969969,95.54655457,62.71856689,62.71856689,1.523417375,0.321887612,-62.49870682,14.522438,QN22.26.033,M.nemestrina,Macaque,NHP_culture,culture,PCS4_221004_228_A01,STG,Temporal,,,CN2787,,in vitro,6,TCx,0.642769979,L2/3 IT_1,L2/3 IT,PCS4_221004_228_A01,131.4114038,4.531427717,0,0,516.5827597,8025,31.54269655,0.795807055,0.461803279,516,516,L3
343,QN22.26.034.4A.04.01,1.161418995,3.651088024,9.002682799,104.219497,29.063781,121.042504,-0.287778482,-0.005983005,-1.208116201,1.500447133,0.000828859,-58.79400624,100.4021763,73.39415061,73.39415061,1.367986079,0.26379329,-59.19692612,14.369444,QN22.26.034,M.nemestrina,Macaque,NHP_culture,culture,PCS4_221007_225_A01,STG,Temporal,,,uninfected,,in vitro,1,TCx,0.661296651,L2/3 IT_1,L2/3 IT,PCS4_221007_225_A01,223.0357891,29.91943512,0,0,590.2288565,9108,41.40848394,0.955241953,0.611419048,407,407,L3
344,QN22.26.034.4A.04.02,1.320166853,2.950879362,9.152727513,94.181575,29.676176,124.335394,-0.14783758,0.0913173,-1.182342135,2.000596178,0.003113403,-67.99962554,96.79416347,66.03482427,66.03482427,1.465804817,0.324287504,-67.86897278,13.572862,QN22.26.034,M.nemestrina,Macaque,NHP_culture,culture,PCS4_221007_226_A01,STG,Temporal,,,uninfected,,in vitro,1,TCx,0.700512223,L2/3 IT_1,L2/3 IT,PCS4_221007_226_A01,531.9546344,0,0,5.977018364,914.4838098,7876,49.94983236,0.954213669,0.580052619,534,534,L3
345,QN22.26.034.4A.04.03,1,0.400119236,8.452518851,117.716705,36.693369,117.716705,-0.099341912,-0.099341912,-0.764984258,0.950283184,0.001030223,-59.71655533,88.36364746,64.69607585,64.69607585,1.365827004,0.275410056,-58.86791229,11.671001,QN22.26.034,M.nemestrina,Macaque,NHP_culture,culture,,STG,Temporal,,,uninfected,,in vitro,1,TCx,,,,,,,,,,,,,,755,755,L3
