,cell_name,peak_ratio_chirp,peak_freq,db_freq,low_freq_impedance_chirp,high_freq_impedance_chirp,peak_impedance_chirp,phase_peak_chirp,phase_low,phase_high,sync_freq_chirp,total_inductive_phase_chirp,v_baseline_chirp,input_resistance,input_resistance_ss,SSRn,sag_ratio,sag,Vm_VI,tau,Donor,Species,Specie,slice_type,Preparation,sample_id,Brain_Region,Overall Brain Region,drug,Drug_concentration,Virus,Reporter_positive,Delivery_method,DIV,ROI_major,score.Corr_label,cluster_Corr,subclass_Corr_label,patched_cell_container_label,HCN1,HCN2,HCN3,HCN4,PEX5L,Genes.Detected_label,percent_reads_aligned_to_introns_label,marker_sum_norm_label,quality_score_label,pia_depth,pia_distance,layer
149,QN24.26.013.11.02.02,1.058230615,1.200357707,6.001788533,89.904708,24.011004,95.139914,-0.153174055,0.007099638,-0.933116223,0.400119236,0.000355088,-66.19160491,89.4459245,81.94598842,81.94598842,1.091522919,0.07802669,-66.47066498,17.614218,QN24.26.013,M.nemestrina,Macaque,NHP_acute,acute,,STG ,Temporal,,,,,,,TCx,,,,,,,,,,,,,,715,715,L3
150,QN24.26.013.11.02.03,1.148891743,1.950581273,6.451922673,74.777312,23.402932,85.911036,-0.174650961,0.061552605,-0.912301921,0.950283184,0.002100694,-71.6726099,77.83291585,60.01707335,60.01707335,1.296846239,0.187374413,-72.3008194,19.154738,QN24.26.013,M.nemestrina,Macaque,NHP_acute,acute,,STG ,Temporal,,,,,,,TCx,,,,,,,,,,,,,,663,663,L3
151,QN24.26.013.11.06.01,1.092386734,2.550760127,6.902056813,134.050941,27.865876,146.435469,-0.262356366,0.088134098,-1.126023843,1.050312993,0.001905675,-69.01077164,123.0523187,93.66177946,93.66177946,1.313794372,0.241005525,-68.87488556,20.10189,QN24.26.013,M.nemestrina,Macaque,NHP_acute,acute,P7S4_240814_301_A01,ITG,Temporal,ZD2788,10,,,,,TCx,,,,,,,,,,,,,,606,606,L3
152,QN24.26.013.11.03.03,1.076472536,1.80053656,7.952369806,74.694307,22.348179,80.40637,-0.191355576,0.041725718,-0.919714621,0.45013414,0.001496599,-67.56645505,71.08508754,58.69283934,58.69283934,1.21113731,0.166936547,-69.6309433,19.508866,QN24.26.013,M.nemestrina,Macaque,NHP_acute,acute,,STG ,Temporal,,,,,,,TCx,,,,,,,,,,,,,,512,512,L3
153,QN24.26.014.11.03.01,1.207814587,2.650789935,11.2533535,86.064853,36.40833,103.950384,-0.111018376,0.032949485,-1.034834642,1.650491847,0.001753937,-69.12478955,85.18557162,66.84697744,66.84697744,1.274336924,0.211771503,-68.75515747,10.696682,QN24.26.014,M.nemestrina,Macaque,NHP_acute,acute,,ITG,Temporal,ZD7288,,,,,,TCx,,,,,,,,,,,,,,508,508,L3
154,QN24.26.014.11.02.02,1.019213976,2.550760127,7.702295284,54.469195,15.75311,55.515765,-0.258676676,-0.018786008,-1.128893123,0.400119236,0,-60.99051013,43.40433275,37.62701292,37.62701292,1.153541814,0.135560125,-58.00036621,12.593932,QN24.26.014,M.nemestrina,Macaque,NHP_acute,acute,P7S4_240820_301_A01,ITG,Temporal,"ZD7288, dnqx, apv, gabazine","10,20,25,5",,,,,TCx,0.785025473,L2/3 IT_1,L2/3 IT,P7S4_240820_301_A01,535.5540126,2.116814279,0,0,1149.430154,8630,59.97199931,1.001889192,0.626044307,412,412,L3
155,QN24.26.014.11.01.01,1.009741962,0.850253376,4.551356304,157.355104,27.588579,158.888051,-0.184792243,0.127275009,-0.991462739,0.45013414,0.004217818,-65.7002838,161.137153,158.2935292,158.2935292,1.017964245,0.064968131,-64.17504883,25.495709,QN24.26.014,M.nemestrina,Macaque,NHP_acute,acute,PSS4_240820_751_A01,ITG,Temporal,"dnqx, apv, gabazine",,,,,,TCx,0.725234262,L2/3 IT_1,L2/3 IT,PSS4_240820_751_A01,797.208785,0,0,0,127.947089,7727,42.11225096,1.02105064,0.620198854,680,680,L3
156,QN24.26.014.11.01.02,1.097141241,2.900864458,9.652876557,71.95581,23.288782,78.945687,-0.20054121,0.089554431,-1.020060223,1.150342802,0.003065094,-66.23455016,64.08249108,47.37944938,47.37944938,1.352537691,0.291959077,-67.81148529,12.454332,QN24.26.014,M.nemestrina,Macaque,NHP_acute,acute,,ITG,Temporal,"dnqx, apv, gabazine,ZD",,,,,,TCx,,,,,,,,,,,,,,729,729,L3
157,Q19.26.008.2A.05.02,1.256318981,4.604106863,8.907945888,84.962472,31.752775,106.739966,-0.167637717,0.290108642,-1.252611374,1.951740953,0.002515644,-65.84627083,84.20364206,55.06625956,55.06625956,1.529133134,0.440553606,-66.05657196,14.708387,Q19.26.008,M.nemestrina,Macaque,NHP_culture,culture,none,M1,Motor,,,,,in vitro,8,MCx,,,,,,,,,,,,,,884,884,L3
158,Q20.26.002.1A.14.01,1.178434866,2.200655795,8.202444328,62.889737,14.97684,74.111459,-0.153801663,0.067094716,-1.295884662,1.250372611,0.001881997,-63.19057209,58.45712402,39.75969488,39.75969488,1.470260881,0.33042559,-64.9134903,14.821422,Q20.26.002,M.mulatta,,NHP_culture,culture,PQS4_200207_301_A01,M1,Motor,,,,,in vivo,0,MCx,0.542047247,L2/3 IT_1,L2/3 IT,PQS4_200207_301_A01,31.36381635,27.44333931,0,0,474.3777223,7897,45.35567253,0.910831067,0.42253849,985,985,L3
159,Q20.26.002.1A.14.02,1.081583019,1.750521655,7.502235666,77.8185,18.594592,84.167168,-0.171883238,0.032096851,-1.303432578,0.550163949,0.000959933,-72.64368286,77.85301555,69.80627233,69.80627233,1.115272496,0.066048607,-73.59550476,19.290602,Q20.26.002,M.mulatta,,NHP_culture,culture,PQS4_200207_302_A01,M1,Motor,,,,,in vivo,0,MCx,0.757697538,L2/3 IT_3,L2/3 IT,PQS4_200207_302_A01,164.4611998,3.162715381,0,0,1160.716545,6757,49.83212279,0.999411497,0.589280569,416,416,L2
160,Q20.26.021.1A.06.01,1.023095407,1.450432229,6.401907769,117.400768,25.399344,120.112186,-0.193742774,0.057004631,-1.205084401,0.45013414,0.001940141,-65.24070379,112.9870322,101.6146284,101.6146284,1.111916995,0.091275692,-64.60500336,21.68008,Q20.26.021,M.nemestrina,Macaque,NHP_culture,culture,none,Temporal,Temporal,,,CN1955 CN2292,,in vitro,3,TCx,,,,,,,,,,,,,,336,336,L3
161,Q20.26.021.1A.06.02,1,0.400119236,0.500149044,351.417073,3.801689,351.417073,-1.250175403,-1.250175403,-0.221917275,33.86009031,0.008255214,-45.96012663,165.5300358,141.9220646,141.9220646,1.166344615,0.127582043,-66.15254974,34.832636,Q20.26.021,M.nemestrina,Macaque,NHP_culture,culture,none,Temporal,Temporal,,,CN1955 CN2292,,in vitro,3,TCx,,,,,,,,,,,,,,377,377,L3
162,Q20.26.021.1A.05.01,1.146797668,2.450730318,6.601967386,99.609631,19.375763,114.232092,-0.279488961,0.070964906,-1.403921306,0.750223567,0.00157435,-54.89124399,99.02101343,68.10015592,68.10015592,1.454049732,0.344158679,-54.15886688,22.2925,Q20.26.021,M.nemestrina,Macaque,NHP_culture,culture,PQS4_200921_301_A01,Temporal,Temporal,,,CN1955 CN2292,,in vitro,6,TCx,0.673658098,L2/3 IT_1,L2/3 IT,PQS4_200921_301_A01,255.4093903,0,0,5.159785663,330.2262824,8273,44.67304105,0.825453237,0.555401771,569,569,L3
163,Q21.26.002.1A.25.01,1.056717538,1.550462038,5.901758724,184.013194,32.399591,194.44997,-0.193266952,0.007019084,-1.213439427,0.400119236,0.000351059,-57.57261527,160.2020553,109.3305044,109.3305044,1.465300614,0.341774374,-56.93078613,22.007873,Q21.26.002,M.nemestrina,Macaque,NHP_culture,culture,PXS4_210125_301_A01,Temporal,Temporal,,,CN1390,,in vitro,5,TCx,,,,,,,,,,,,,,686,686,L3
164,Q21.26.002.1A.25.02,1.191217393,2.500745222,8.402503946,137.819689,37.035831,164.173211,-0.213448065,0.114999222,-1.277279694,1.100327898,0.001786766,-63.27897469,114.3516263,76.50736722,76.50736722,1.494648561,0.350181371,-63.14643478,11.946629,Q21.26.002,M.nemestrina,Macaque,NHP_culture,culture,PXS4_210125_302_A01,Temporal,Temporal,,100uM,CN1390,,in vitro,5,TCx,,,,,,,,,,,,,,686,686,L3
165,Q21.26.002.1A.25.03,1,0.400119236,1.400417324,254.316716,20.314998,254.316716,-1.316400069,-1.316400069,0.117693826,34.9604182,0.010689358,-33.42397917,173.4597223,141.7189043,141.7189043,1.223970247,0.178818971,-53.96169281,22.421725,Q21.26.002,M.nemestrina,Macaque,NHP_culture,culture,PXS4_210125_303_A01,Temporal,Temporal,,100uM,CN1390,,in vitro,5,TCx,0.661305762,L2/3 IT_3,L2/3 IT,PXS4_210125_303_A01,619.476336,3.4415352,0,0,733.0469976,7344,39.21368034,0.868285484,0.573813301,447,447,L3
166,Q21.26.002.1A.26.01,2.253334229,5.201550062,9.452816939,33.061868,14.20521,74.499439,-0.257105381,0.224251679,-1.26532606,3.951177451,0.009442252,-62.12192528,54.80150916,24.84250676,24.84250676,2.205957301,0.555175304,-62.99876785,16.330259,Q21.26.002,M.nemestrina,Macaque,NHP_culture,culture,none,Temporal,Temporal,,,CN1633,,in vitro,7,TCx,,,,,,,,,,,,,,1024,1024,L3 or 5
167,Q21.26.003.1A.26.01.01,1.555373693,4.451326495,11.70348764,51.990873,22.733078,80.865236,-0.229859656,0.151576747,-1.235741795,2.750819744,0.006127618,-59.57100645,71.9725106,37.95662533,37.95662533,1.896177807,0.535353005,-59.14673615,15.39237,Q21.26.003,M.mulatta,,NHP_culture,culture,none,Temporal,Temporal,,100uM,CN1633,,in vitro,7,TCx,,,,,,,,,,,,,,1042,1042,L3
168,Q21.26.004.2A.04.01,1.846746973,4.801430826,10.30307031,32.756004,13.147178,60.492051,-0.231837421,0.197615425,-1.352320652,3.501043311,0.010785689,-63.36786094,42.57203478,14.28957159,14.28957159,2.979238007,0.688269258,-61.61708069,12.912223,Q21.26.004,S.sciureus,,NHP_culture,culture,PCS4_210211_301_A01,Parietal,Motor,,,CN1528,,in vitro,8,MCx,,,,,,,,,,,,,,767,767,L3
169,Q21.26.004.2A.04.02,1.947030885,12.75380063,23.40697528,15.974713,15.498551,31.10326,-0.355810421,0.122142502,-0.993194155,7.602265475,0.007687545,-60.13192339,28.91053035,16.17006389,16.17006389,1.787904522,0.424156169,-63.515423,7.96647,Q21.26.004,S.sciureus,,NHP_culture,culture,PCS4_210211_302_A01,Parietal,Motor,,,CN1528,,in vitro,8,MCx,,,,,,,,,,,,,,717,717,L3
170,Q21.26.006.1A.20.01,1.075754143,0.850253376,4.551356304,96.718128,19.857137,104.044926,-0.09610721,-0.00647036,-0.815411127,0.400119236,0,-65.20246427,98.44492999,82.34771902,82.34771902,1.195478529,0.136341661,-64.41306305,25.490627,Q21.26.006,M.nemestrina,Macaque,NHP_culture,culture,PCS4_210223_301_A01,Temporal,Temporal,,,CN2787,,in vitro,7,TCx,,,,,,,,,,,,,,466,466,L3
171,Q21.26.006.1A.20.02,1,0.400119236,3.951177451,85.030037,15.821296,85.030037,-0.239794491,-0.239794491,-1.189740971,0.850253376,0.000611777,-59.76298857,72.39985379,61.29062132,61.29062132,1.181255015,0.1549301,-60.8461647,45.977023,Q21.26.006,M.nemestrina,Macaque,NHP_culture,culture,PCS4_210223_302_A01,Temporal,Temporal,,,CN2787,,in vitro,7,TCx,,,,,,,,,,,,,,844,844,L3
172,Q21.26.015.1A.29.02,1.010129779,1.571763881,6.477572358,101.368144,22.535283,102.394981,-0.195192433,-0.027529654,-1.061039346,0.381033668,0,-68.90279834,99.25149051,86.66539972,86.66539972,1.145226247,0.072631612,-68.50675201,19.47208,Q21.26.015,M.nemestrina,Macaque,NHP_culture,culture,PCS4_210519_302_A01,ITG,Temporal,,,uninfected,,,1,TCx,0.675501357,L2/3 IT_3,L2/3 IT,PCS4_210519_302_A01,239.5529392,15.70838946,0,0,718.6588177,5004,56.64271711,1.013731834,0.541807515,483,483,L3
173,Q21.26.015.1A.29.03,1.145751082,2.857752511,6.906235235,48.84463,11.755593,55.963788,-0.333755529,0.063633543,-1.344588722,1.238359421,0.002692724,-64.63258274,50.47360507,35.34321958,35.34321958,1.428098675,0.268902183,-63.32954407,,Q21.26.015,M.nemestrina,Macaque,NHP_culture,culture,none,ITG,Temporal,,,uninfected,,,1,TCx,,,,,,,,,,,,,,813,813,L3
174,Q21.26.015.1A.29.05,1.439238005,3.905595098,8.144594656,47.77636,13.962507,68.761553,-0.43269788,0.105987219,-1.328427253,1.809909924,0.003872585,-65.46538081,57.23722198,35.91572675,35.91572675,1.593653454,0.371587783,-64.87164307,,Q21.26.015,M.nemestrina,Macaque,NHP_culture,culture,PCS4_210519_304_A01,ITG,Temporal,,,uninfected,,,1,TCx,0.692771442,L2/3 IT_1,L2/3 IT,PCS4_210519_304_A01,825.7032239,12.23264035,0,0,1896.059255,7380,47.38954771,0.977918553,0.587990901,860,860,L3
175,Q21.26.015.1A.30.01,1.210665314,3.143527762,7.906448614,59.728673,14.732789,72.311432,-0.307785144,0.050651799,-1.140580576,1.047842587,0.001282397,-58.94532514,62.90553006,46.68010712,46.68010712,1.347587526,0.263419807,-60.42409515,18.950175,Q21.26.015,M.nemestrina,Macaque,NHP_culture,culture,PCS4_210521_301_A01,ITG,Temporal,,,uninfected,,,3,TCx,0.582151816,L2/3 IT_3,L2/3 IT,PCS4_210521_301_A01,84.36896235,4.218448117,0,0,1037.738237,5848,34.1140212,0.849479667,0.477758754,385,385,L3
176,Q21.26.015.1A.30.03,1.178726189,2.476718843,6.763347609,56.106999,11.791949,66.13479,-0.261020435,0.061592456,-1.207734333,0.809696545,0.001532641,-56.50318564,55.47728885,40.02232465,40.02232465,1.386158584,0.303257018,-56.47768402,19.276439,Q21.26.015,M.nemestrina,Macaque,NHP_culture,culture,PCS4_210521_303_A01,ITG,Temporal,,,uninfected,,,3,TCx,0.726912045,L2/3 IT_1,L2/3 IT,PCS4_210521_303_A01,376.3403948,5.085681011,55.94249112,0,1078.164374,8089,37.77217089,0.873025662,0.594065044,759,759,L3
177,Q21.26.018.1A.03.02,1.054741424,2.694073039,8.980243464,51.515745,14.607211,54.335791,-0.281123607,0.086125902,-0.926849129,0.548792656,0.002135412,-68.18250862,54.82471119,46.0570084,46.0570084,1.190366311,0.134557575,-67.23581696,18.416178,Q21.26.018,M.nemestrina,Macaque,NHP_culture,culture,PCS4_210615_302_A01,SFG,,,,CN2717 or CN2039,none,in vivo,6,MCx,0.603168958,L2/3 IT_1,L2/3 IT,PCS4_210615_302_A01,336.7750725,0,0,0,562.5674507,8090,26.13174284,0.691701776,0.356283637,477,477,L3
178,Q21.26.019.1A.19.01,1.129404097,3.342646178,6.934743564,110.34306,24.248559,124.621904,-0.347436725,0.044554123,-1.086218209,1.396926761,0.00212895,-57.90022934,94.98996388,53.50836667,53.50836667,1.775235721,0.457734525,-59.78594971,16.879383,Q21.26.019,M.mulatta,,NHP_culture,culture,PCS4_210624_304_A01,ITG,Temporal,,,uninfected,none,in vitro,2,TCx,0.726939568,L2/3 IT_3,L2/3 IT,PCS4_210624_304_A01,66.09257918,0,0,0,815.1418099,6253,52.71700345,1.014487915,0.609875062,799,799,L3
179,Q21.26.020.1A.01.01,1.233825977,2.893634005,8.730792257,39.534629,13.138634,48.778853,-0.193224156,0.104890334,-1.162435113,1.147475554,0.002766735,-69.50096199,45.07555268,35.04006299,35.04006299,1.286400447,0.169069245,-68.251297,19.215772,Q21.26.020,S.sciureus,,NHP_culture,culture,none,ITG,Temporal,,,uninfected,none,in vitro,2,TCx,,,,,,,,,,,,,,801,801,L3
180,Q21.26.020.2A.02.05,1,0.400122237,11.10339209,102.954145,33.290343,102.954145,-0.063562741,-0.063562741,-0.898722866,0.400122237,0,-57.26645207,84.19197603,64.57661369,64.57661369,1.303753344,0.311181575,-57.31951141,,Q21.26.020,S.sciureus,,NHP_culture,culture,,M1,Motor,,,uninfected,none,,1,MCx,,,,,,,,,,,,,,663,663,L3
181,Q21.26.020.2A.02.06,1.098121739,1.600488949,7.002139154,160.980807,43.05147,176.776524,-0.073325762,0.065679266,-0.714173368,1.050320873,0.001645491,-60.1188203,137.8379995,106.2249652,106.2249652,1.297604563,0.198983014,-60.45838165,18.297482,Q21.26.020,S.sciureus,,NHP_culture,culture,,M1,Motor,,,uninfected,none,,1,MCx,,,,,,,,,,,,,,612,612,L3
182,Q21.26.020.1A.02.02,1.514764032,2.000611187,4.151268212,132.360616,38.349259,200.4951,-0.335209472,0.123846634,-0.976232326,0.650198636,0.002905642,-62.96850579,122.8856012,77.82973896,77.82973896,1.578902908,0.359900951,-63.74982834,29.924212,Q21.26.020,S.sciureus,,NHP_culture,culture,PCS4_210702_226_A01,ITG,Temporal,,,uninfected,none,,3,TCx,0.579336306,L2/3 IT_1,L2/3 IT,PCS4_210702_226_A01,177.1950031,0,0,0,487.2862585,3701,27.26873829,0.62352219,0.382365262,464,464,L3
183,Q21.26.020.1A.02.04,1.620008218,2.750840382,4.601405729,101.587972,29.30087,164.57335,-0.396474816,0.250065922,-0.797191341,1.50045839,0.007142942,-74.23132857,121.8726349,63.03578463,63.03578463,1.933388084,0.459343433,-73.63941193,26.277904,Q21.26.020,S.sciureus,,NHP_culture,culture,,ITG,Temporal,,,uninfected,none,,3,TCx,,,,,,,,,,,,,,775,775,L3
184,QM21.26.026.1A.20.01,1.144153936,2.095390142,4.939133905,236.336466,39.135588,270.405298,-0.382251862,0.112790588,-1.292687553,0.548792656,0.002818406,-66.56545228,182.1085151,152.5194385,152.5194385,1.194002004,0.1736103,-65.59571838,23.654386,QM21.26.026,M.mulatta,,NHP_culture,culture,PCS4_210914_301_A01,SFG,,,,CN2787,,in vitro,4,MCx,0.664337526,L2/3 IT_3,L2/3 IT,PCS4_210914_301_A01,44.93018972,0,95.47665315,0,1454.614892,6030,28.17208002,0.714719236,0.514179201,386,386,L3
185,QM21.26.026.1A.20.02,1.475586158,2.494512073,5.587707045,69.950639,19.277644,103.218195,-0.267934664,0.115123504,-1.225723889,1.446817003,0.00433561,-71.50433915,85.72134276,58.72925836,58.72925836,1.459601997,0.241144016,-70.61647034,20.395487,QM21.26.026,M.mulatta,,NHP_culture,culture,PCS4_210914_302_A01,SFG,,,,CN2787,,in vitro,4,MCx,0.579764409,L2/3 IT_3,L2/3 IT,PCS4_210914_302_A01,371.1540353,6.344513423,3.172256712,15.86128356,409.2211158,7424,34.19740385,0.822629887,0.51768956,435,435,L3
186,QM21.26.026.1A.20.03,1.339047421,5.288365596,11.02574336,51.943492,17.384892,69.554799,-0.369471528,0.096329198,-1.241618312,2.245060866,0.004610124,-69.64716858,66.54937126,43.88734147,43.88734147,1.516368252,0.307374507,-69.52758026,13.529895,QM21.26.026,M.mulatta,,NHP_culture,culture,PCS4_210914_303_A01,SFG,,,,CN2787,,in vitro,4,MCx,0.603524256,L2/3 IT_1,L2/3 IT,PCS4_210914_303_A01,328.2915991,0,0,0,589.9733085,4978,48.70863105,0.884794403,0.419874262,464,464,L3
187,QM21.26.026.1A.20.04,1.034683565,0.498902415,6.385950908,139.801156,35.762997,144.649958,-0.018395743,0.153093511,-0.995202511,0.449012173,0.005144414,-63.03026962,109.2291054,96.18004464,96.18004464,1.135673265,0.066194959,-62.16755676,17.021766,QM21.26.026,M.mulatta,,NHP_culture,culture,PCS4_210914_304_A01,SFG,,,,CN2787,,in vitro,4,MCx,,,,,,,,,,,,,,,,L3
188,QM21.26.026.1A.21.02,1.068341682,0.750229195,5.401650204,230.207068,64.023991,245.939806,-0.072113203,-0.000685365,-0.871129003,0.400122237,0,-57.58977427,212.0104322,178.6079563,178.6079563,1.18701561,0.15313074,-58.82009888,29.204415,QM21.26.026,M.mulatta,,NHP_culture,culture,PCS4_210914_225_A01,Temporal,Temporal,,,CN2787,SYFP,in vitro,4,TCx,0.623078668,L2/3 IT_1,L2/3 IT,PCS4_210914_225_A01,531.5313306,0,0,0,59.47203699,3729,38.99742229,0.861602322,0.523171424,849,849,L3
189,QM21.26.026.1A.21.03,1.086147508,1.000505255,3.951995758,200.249909,41.873181,217.50094,-0.155044157,0.049395918,-0.792295888,0.55027789,0.001486008,-58.65088692,172.1601833,141.3127587,141.3127587,1.218291858,0.089638755,-60.56546021,,QM21.26.026,M.mulatta,,NHP_culture,culture,PCS4_210914_226_A01,Temporal,Temporal,,,CN2787,SYFP,in vitro,4,TCx,0.608965825,L2/3 IT_1,L2/3 IT,PCS4_210914_226_A01,287.1711093,0,0,0,599.8685394,3948,45.21167957,0.850159192,0.515204857,885,885,L3
190,SC21.26.027.1A.08.01,1.208859007,3.691877869,7.982438635,99.635047,26.210996,120.444724,-0.348559073,0.010249856,-1.285225529,1.796048693,0.002602903,-69.05254069,84.58329484,49.38062926,49.38062926,1.712884103,0.466949433,-68.81799316,13.952404,SC21.26.027,S.sciureus,,NHP_culture,culture,PCS4_210921_301_A01,M1,Motor,,,uninfected,none,in vitro,1,MCx,,,,,,,,,,,,,,739,739,L3
191,SC21.26.027.1A.09.01,1.161114881,1.950595907,14.30436999,68.765687,30.728523,79.844863,-0.020531691,0.077043463,-1.033459109,1.800550068,0.002900361,-78.14127771,71.54631181,55.86489938,55.86489938,1.28070242,0.15424256,-78.60058594,8.528006,SC21.26.027,S.sciureus,,NHP_culture,culture,PCS4_210921_225_A01,M1,Motor,,,,none,in vitro,1,MCx,,,,,,,,,,,,,,595,595,L3
192,SC21.26.027.1A.09.04,1.395809628,2.450748704,9.252826739,95.923442,41.961911,133.890864,-0.106887485,0.167207356,-0.980482639,1.45044311,0.004688808,-59.84728298,110.0778903,69.1116807,69.1116807,1.592753775,0.340285242,-59.34606934,14.239749,SC21.26.027,S.sciureus,,NHP_culture,culture,PCS4_210921_227_A01,M1,Motor,,,uninfected,none,in vitro,1,MCx,,,,,,,,,,,,,,722,722,L3
193,SC21.26.027.1A.09.05,1.523493022,1.650504229,10.75328513,73.064442,32.00046,111.313167,-0.014128274,-0.16996066,-1.221075647,1.45044311,0.003994916,-69.88082668,96.6175981,71.79012645,71.79012645,1.34583407,0.203536347,-69.00204468,11.26383,SC21.26.027,S.sciureus,,NHP_culture,culture,none,M1,Motor,,,uninfected,none,in vitro,1,MCx,,,,,,,,,,,,,,538,538,L3
194,SC21.26.027.1A.09.06,1.525121566,2.400733424,9.252826739,55.645124,24.170254,84.865578,-0.09036391,0.172970469,-1.202911071,1.950595907,0.005059018,-67.41497775,70.2529387,44.22689264,44.22689264,1.58846653,0.32450965,-67.75724792,13.451809,SC21.26.027,S.sciureus,,NHP_culture,culture,PCS4_210921_228_A01,M1,Motor,,,uninfected,none,in vitro,1,MCx,,,,,,,,,,,,,,383,383,L3
195,SC21.26.027.1A.09.07,1.200741186,2.100641746,6.301925238,166.728567,44.141733,200.197857,-0.167144308,0.01616943,-0.947172332,0.900275034,0.004047278,-51.00785226,128.2639024,89.07811252,89.07811252,1.439903684,0.365733355,-59.2875824,21.520081,SC21.26.027,S.sciureus,,NHP_culture,culture,,M1,Motor,,,uninfected,none,in vitro,1,MCx,,,,,,,,,,,,,,582,582,L3
196,SC21.26.027.1A.09.08,1.815283523,4.401344611,9.853010095,90.308762,48.776311,163.936008,-0.19444893,0.05812653,-0.849234452,3.501069577,0.007695478,-59.01177807,145.6413789,84.13416429,84.13416429,1.731061099,0.39941439,-59.28876495,,SC21.26.027,S.sciureus,,NHP_culture,culture,,M1,Motor,,,uninfected,none,in vitro,1,MCx,,,,,,,,,,,,,,873,873,L3
197,SC21.26.027.2A.10.03,1.14901901,2.743963281,8.281780084,177.969911,45.622983,204.490811,-0.235969736,0.092104211,-1.364892025,1.147475554,0.001061271,-71.92805872,172.3055082,139.14578,139.14578,1.238309262,0.192356378,-72.07518005,19.720135,SC21.26.027,S.sciureus,,NHP_culture,culture,PCS4_210922_303_A01,STG,Temporal,,,uninfected,none,in vitro,2,TCx,,,,,,,,,,,,,,323,323,L3
198,QN21.26.029.1A.46.02,1.070308221,2.750840382,9.953040654,101.401418,39.333866,108.530771,-0.165401236,0.001497704,-0.969525314,0.850259754,0.001725455,-62.49519562,105.3459322,92.01932237,92.01932237,1.144824038,0.113465562,-60.99990082,14.539549,QN21.26.028,M.nemestrina,Macaque,NHP_culture,culture,PCS4_211014_226_A01,ITG,Temporal,,,uninfected,none,in vitro,2,TCx,,,,,,,,,,,,,,840,840,L3
199,QN21.26.029.1A.46.03,1.087974687,0.800244475,2.650809822,284.246616,41.10598,309.253123,-0.140548879,0.097039752,-0.680875179,0.550168076,0.002777461,-68.64721076,159.3671875,134.9086456,134.9086456,1.181297068,0.166382477,-67.83531189,35.653806,QN21.26.028,M.nemestrina,Macaque,NHP_culture,culture,PCS4_211014_227_A01,ITG,Temporal,,,uninfected,none,in vitro,2,TCx,0.519778713,L2/3 IT_1,L2/3 IT,PCS4_211014_227_A01,202.1942116,8.087768463,8.087768463,12.1316527,582.3193294,9561,44.95384967,0.97336856,0.538028799,322,322,L3
200,SC21.26.030.1A.05.02,1.383441268,1.750521655,6.051803437,355.745299,100.955054,492.152727,-0.082412601,0.263595527,-1.076524992,1.450432229,0.00678926,-65.52544712,375.5128871,204.0293987,204.0293987,1.840484212,0.427760571,-62.90287399,18.438374,SC21.26.030,S.sciureus,,NHP_culture,culture,none,M1,Motor,,,,,,,MCx,,,,,,,,,,,,,,494,494,L3
201,SC21.26.030.5A.02.01,1,0.399121932,4.939133905,180.807096,35.498061,180.807096,-0.071543053,-0.071543053,-1.039615218,0.698463381,0.001958397,-59.58419433,106.9574521,104.7343971,104.7343971,1.021225644,0.088174626,-61.78543854,11.842213,SC21.26.030,S.sciureus,,NHP_culture,culture,P7S4_211117_301_A01,M1,Motor,,,uninfected,,in vitro,,MCx,,,,,,,,,,,,,,240,240,L3
202,QN22.26.002.4A.01.01,1.25237133,0.650193758,13.60405401,67.003361,35.88804,83.913089,-0.023704271,0.213579626,-0.741526272,1.250372611,0.002106393,-60.62061581,69.47674313,62.49363461,62.49363461,1.111741117,0.071011312,-59.61316299,8.771103,QN22.26.002,M.nemestrina,Macaque,NHP_culture,culture,none,M1-trunk,Motor,,,,,,,MCx,,,,,,,,,,,,,,405,405,L3
203,QN22.26.002.4A.01.02,1.304837807,4.5013414,11.3033684,68.380651,24.22662,89.225659,-0.241937673,0.138050734,-0.990127184,2.200655795,0.003138309,-60.71186632,75.37729418,56.25891814,56.25891814,1.339828363,0.222513095,-61.05916595,11.133017,QN22.26.002,M.nemestrina,Macaque,NHP_culture,culture,none,M1-trunk,Motor,,,,,,,MCx,,,,,,,,,,,,,,457,457,L3
204,QN22.26.002.4A.01.03,1.053102227,5.251564966,12.95386025,77.995541,32.485378,82.137278,-0.273248798,-0.33383997,-1.284389149,2.650789935,0.004545631,-56.66335097,62.90687355,49.50776796,49.50776796,1.27064653,0.193062365,-57.31718063,9.974167,QN22.26.002,M.nemestrina,Macaque,NHP_culture,culture,PCS4_220202_225_A01,M1-trunk,Motor,,,,,,,MCx,0.741290114,L2/3 IT_1,L2/3 IT,PCS4_220202_225_A01,241.597177,2.440375525,0,0,1757.070378,8368,50.56982041,1.006160685,0.606035506,461,461,L3
205,QN22.26.002.4A.02.01,1.301292492,4.251266878,16.60494827,38.745558,23.099746,50.419303,-0.11052116,0.233940581,-0.870019361,2.850849553,0.004799127,-60.62362996,46.12463874,35.44868057,35.44868057,1.301166588,0.199927092,-60.30839157,8.222243,QN22.26.002,M.nemestrina,Macaque,NHP_culture,culture,,M1-trunk,Motor,,,,,,,MCx,,,,,,,,,,,,,,387,387,L3
