sample_name_old,Cortical_area,Prep,patched_cell_container,subclass_Tree_label,subclass_Corr_label,score.Tree_label,score.Corr_label,cluster_Tree_label,cluster_Tree_label,Genes.Detected,percent_reads_aligned_to_introns,marker_sum_norm_label,projection_type
SM-J2NTQ_S530_E1-50,MCx,culture,PQS4_200504_302_A01,L5 IT,L5 ET,0.35,0.5756298797134721,L5 IT_1,L5 IT_1,8373.0,30.088275648700968,0.7420566760749633,CS
SM-J2NTQ_S533_E1-50,MCx,culture,PQS4_200504_305_A01,L6 CT,L6 IT,0.47,0.43375682463263804,L6 CT_4,L6 CT_4,5369.0,16.11047249353104,0.7984201838856511,CS
SM-J2NTQ_S534_E1-50,MCx,culture,PQS4_200504_306_A01,L6 CT,L6 IT,0.14,0.4685585488340995,L6 CT_3,L6 CT_3,3328.0,41.392611358758316,0.7739735582107614,CS
SM-J2NTQ_S541_E1-50,MCx,culture,PQS4_200506_304_A01,Lamp5_Lhx6,L5 ET,0.15,0.36264852824244614,Lamp5_Lhx6_1,Lamp5_Lhx6_1,3928.0,11.580223776440175,0.5268596578104182,CS
SM-J2NTQ_S542_E1-50,MCx,culture,PQS4_200506_305_A01,L5 ET,L5 ET,0.64,0.6165518700702609,L5 ET_1,L5 ET_1,5628.0,52.33948783146099,0.8158012291799176,CS
SM-J2NTI_S567_E1-50,TCx,culture,PQS4_200623_225_A01,L6b,L6b,0.15,0.35642391197566875,L6b_4,L6b_4,2232.0,14.169626295250778,0.5100101789978492,unknown
SM-J2NTJ_S019_E1-50,TCx,culture,PQS4_200623_227_A01,Pvalb,L6 IT,0.35,0.3908051913939984,Pvalb_4,Pvalb_4,1009.0,31.64417346688288,0.6299959812359679,unknown
SM-J2NTJ_S021_E1-50,TCx,culture,PQS4_200623_229_A01,L6b,L6 CT,0.22,0.3475394687778408,L6b_4,L6b_4,894.0,24.2285928025229,0.6334007164186612,unknown
SM-J2NTJ_S022_E1-50,TCx,culture,PQS4_200623_230_A01,Pvalb,L5 ET,0.27,0.3141889204634778,Pvalb_4,Pvalb_4,541.0,25.911628650491046,0.4950729044622501,unknown
SM-J39V5_S213_E1-50,TCx,culture,PQS4_200921_302_A01,Pvalb,L6 IT,0.22,0.4570860521512429,Pvalb_5,Pvalb_5,1543.0,38.48826335029077,0.7620315388630291,unknown
SM-J39V5_S214_E1-50,TCx,culture,PQS4_200921_303_A01,L6 CT,L6 IT,0.15,0.3879024452075432,L6 CT_4,L6 CT_4,2994.0,23.205262656274087,0.7638869115285996,unknown
SM-IYWLH_S289_E1-50,TCx,culture,PQS4_201116_301_A01,L6b,L6b,0.94,0.7114567361728873,L6b_1,L6b_1,7252.0,30.689980975864028,0.9474723287288398,unknown
SM-IYWLH_S290_E1-50,TCx,culture,PQS4_201116_302_A01,L5/6 NP,L5/6 NP,0.91,0.6785745533685741,L5/6 NP_7,L5/6 NP_7,6580.0,32.87376782597751,0.8677133437893451,unknown
SM-IYWLH_S291_E1-50,TCx,culture,PQS4_201116_303_A01,L6 IT,L6 IT,0.7,0.6923593601859906,L6 IT_4,L6 IT_4,7341.0,42.62503096629892,0.9326550153273705,unknown
SM-IYWLH_S310_E1-50,TCx,culture,PQS4_201117_301_A01,L6 CT,L6 IT,0.41,0.3802297424058907,L6 CT_3,L6 CT_3,1365.0,31.625087670323072,0.6440609541146207,unknown
SM-IYWLH_S311_E1-50,TCx,culture,PQS4_201117_302_A01,L5/6 NP,L6 IT,0.22,0.4309821547652118,L5/6 NP_3,L5/6 NP_3,2093.0,28.485967859761114,0.7100537754073145,unknown
SM-IYWLH_S312_E1-50,TCx,culture,PQS4_201117_303_A01,L5 ET,L5 ET,0.97,0.7008700943877437,L5 ET_1,L5 ET_1,6851.0,41.353577142623074,0.8877375543142213,unknown
SM-IYWL1_S740_E1-50,TCx,culture,PQS4_201209_226_A01,L6 CT,L6 CT,0.99,0.6757389893107756,L6 CT_1,L6 CT_1,6476.0,55.8179490963669,1.0096579650560993,unknown
SM-IYWL1_S743_E1-50,TCx,culture,PQS4_201209_229_A01,L6 CT,L6 CT,0.32,0.5575715106568324,L6 CT_4,L6 CT_4,7088.0,15.203918583093815,0.7069660435282722,unknown
SM-IYWL1_S742_E1-50,TCx,culture,PQS4_201209_228_A01,L5/6 NP,L5/6 NP,1.0,0.7160690418025225,L5/6 NP_1,L5/6 NP_1,6008.0,56.46589514707443,0.8321281217408835,unknown
SM-IYWL1_S744_E1-50,TCx,culture,PQS4_201209_230_A01,L6b,L6b,1.0,0.761688795508963,L6b_1,L6b_1,5114.0,53.171174742977925,1.0704077994884575,unknown
SM-J2NS3_S467_E1-50,TCx,culture,PXS4_210203_225_A01,L2/3 IT,L5 IT,0.49,0.6397266492820611,L2/3 IT_9,L2/3 IT_9,6564.0,25.436777896628467,0.8459427165418044,unknown
SM-J2NS3_S468_E1-50,TCx,culture,PXS4_210203_301_A01,L2/3 IT,L5 ET,0.3,0.4090946221022546,L2/3 IT_15,L2/3 IT_15,3833.0,14.545009518424418,0.6836568006633306,unknown
SM-J3A2Y_S140_E1-50,TCx,culture,PCS4_210518_301_A01,L5 ET,L5 ET,1.0,0.7202810059836157,L5 ET_1,L5 ET_1,8310.0,31.882956408160172,0.9102837969091087,unknown
SM-J3A2Y_S141_E1-50,TCx,culture,PCS4_210518_302_A01,L5 IT,L5 IT,0.49,0.6484231516630314,L5 IT_4,L5 IT_4,5099.0,42.96527172604661,0.913707758689773,unknown
SM-J3A2Y_S142_E1-50,TCx,culture,PCS4_210518_303_A01,L5 ET,L5 ET,0.99,0.7830639163547232,L5 ET_2,L5 ET_2,6313.0,52.47903731580658,1.028934936345617,unknown
SM-J3A2Y_S143_E1-50,TCx,culture,PCS4_210518_304_A01,L5 IT,L5 IT,0.39,0.6663572004961393,L5 IT_4,L5 IT_4,6155.0,29.032028565946995,0.8679369446942248,unknown
SM-J3A2Y_S150_E1-50,TCx,culture,PCS4_210519_303_A01,L5/6 NP,L5/6 NP,0.96,0.6778174048818943,L5/6 NP_7,L5/6 NP_7,4811.0,47.192590337850774,0.8832520299941001,unknown
SM-J3A2Y_S152_E1-50,TCx,culture,PCS4_210519_305_A01,L5 ET,L5 ET,0.93,0.6689632060311059,L5 ET_2,L5 ET_2,5636.0,49.21093726868891,0.886458997141997,unknown
SM-J3A2Y_S153_E1-50,TCx,culture,PCS4_210519_306_A01,L5 ET,L5 ET,0.81,0.6824520134844501,L5 ET_1,L5 ET_1,5486.0,45.34029047210683,0.8954216658186777,unknown
SM-J3A2Q_S031_E1-50,TCx,culture,PCS4_210521_302_A01,L6 IT,L5 IT,0.34,0.6637091679948204,L6 IT_2,L6 IT_2,5439.0,43.00264300976993,0.9036624344258796,unknown
SM-J3A2R_S671_E1-50,TCx,culture,PCS4_210602_301_A01,L5 IT,L6 IT,0.34,0.642318426869709,L5 IT_3,L5 IT_3,6113.0,36.110698157139836,0.9793187553454393,unknown
SM-J3A2R_S672_E1-50,TCx,culture,PCS4_210602_302_A01,L6 IT,L6 IT,0.52,0.6987280727550266,L6 IT_3,L6 IT_3,5475.0,53.1083616082728,0.9412601582664126,unknown
SM-J3A2R_S682_E1-50,TCx,culture,PCS4_210602_303_A01,L6 IT,L6 IT,0.75,0.646087037528924,L6 IT_2,L6 IT_2,6071.0,45.86506413126564,0.9188042301601494,unknown
SM-J3A22_S045_E1-50,TCx,culture,PCS4_210624_302_A01,L5 ET,L5 ET,1.0,0.6931439331560075,L5 ET_2,L5 ET_2,5659.0,44.71752402493986,0.8874583649223448,unknown
SM-J3A22_S048_E1-50,TCx,culture,PCS4_210624_305_A01,L5 ET,L5 ET,1.0,0.7316922616809308,L5 ET_2,L5 ET_2,6493.0,52.829649789257616,0.9714860569766742,unknown
SM-J3A23_S190_E1-50,TCx,culture,PCS4_210708_301_A01,L5 IT,L5 IT,0.58,0.6480294368210042,L5 IT_1,L5 IT_1,7186.0,32.42358479300133,0.9278758904671487,unknown
SM-J3A23_S178_E1-50,TCx,culture,PCS4_210707_225_A01,L6 CT,L5/6 NP,0.4,0.41160980447347784,L6 CT_3,L6 CT_3,1623.0,30.05126908084801,0.6584331514488415,unknown
SM-IUTI6_S528_E1-50,TCx,culture,PCS4_210915_225_A01,Lamp5,L6 IT,0.16,0.3069770241733705,Lamp5_4,Lamp5_4,1609.0,21.403827727021728,0.3702579343289133,unknown
SM-IUTI6_S529_E1-50,TCx,culture,PCS4_210915_226_A01,L5/6 NP,L6b,0.2,0.3202329004499278,L5/6 NP_1,L5/6 NP_1,530.0,34.4736232893674,0.4679257767738363,unknown
SM-LNJMF_S201_E1-50,TCx,culture,PCS4_211014_225_A01,L5 IT,L6 IT,0.34,0.6860214502656323,L5 IT_2,L5 IT_2,7843.0,45.929606960040594,1.0998063644968927,unknown
SM-LNJMG_S034_E1-50,TCx,culture,PCS4_211025_301_A01,L6 CT,L6b,0.31,0.3605064904191829,L6 CT_4,L6 CT_4,6126.0,11.292027592866226,0.5269793438287117,unknown
SM-LNJMG_S035_E1-50,TCx,culture,PCS4_211026_225_A01,L6 IT,L6 IT,0.88,0.6218531766161373,L6 IT_4,L6 IT_4,8725.0,31.333821585452164,0.8903038494385993,unknown
SM-LNJMG_S037_E1-50,TCx,culture,PCS4_211026_227_A01,L6b,L6b,1.0,0.6200195385736953,L6b_3,L6b_3,6687.0,43.962203325958335,0.821691168829559,unknown
AB-S40303_S758_E1-50,TCx,culture,PCS4_220301_302_A01,L5 ET,L5 ET,0.7,0.720094158400826,L5 ET_2,L5 ET_2,7951.0,36.87443934154718,0.8768671113992789,unknown
AB-S40306_S579_E1-50,TCx,culture,PWS4_220225_901_A01,L5 IT,L6 IT,0.21,0.5377796949711651,L5 IT_3,L5 IT_3,5494.0,41.41166855975178,1.018558667246583,unknown
AB-S40305_S713_E1-50,MCx,culture,PCS4_220331_302_A01,L6 IT,L6 IT,0.81,0.619104922042183,L6 IT_2,L6 IT_2,6668.0,44.40486532008516,1.024044097736257,unknown
AB-S40306_S587_E1-50,TCx,culture,PCS4_220404_225_A01,L5 IT,L5 IT,0.55,0.670472942178465,L5 IT_1,L5 IT_1,7867.0,38.002584200154374,0.9230163316819014,unknown
AB-S40306_S692_E1-50,TCx,culture,PCS4_220418_301_A01,L5 ET,L5 ET,0.57,0.7256903558374855,L5 ET_2,L5 ET_2,7216.0,50.37348120183278,0.9576049292161148,unknown
AB-S40306_S693_E1-50,TCx,culture,PCS4_220418_302_A01,L6 IT,L5 IT,0.41,0.5301171654360748,L6 IT_4,L6 IT_4,9038.0,18.61791912319508,0.6729300511480993,unknown
AB-S40306_S694_E1-50,TCx,culture,PCS4_220418_303_A01,L6 IT,L6 IT,0.7,0.6596865763752588,L6 IT_4,L6 IT_4,8261.0,38.191409633324405,0.9106611374548216,unknown
AB-S40306_S695_E1-50,TCx,culture,PCS4_220418_304_A01,L5 ET,L5 ET,1.0,0.7002164722614594,L5 ET_1,L5 ET_1,8760.0,43.07263733821104,0.9032491007693128,unknown
AB-S40307_S351_E1-50,MCx,culture,PCS4_220428_301_A01,L5 IT,L6 IT,0.43,0.6852453472200893,L5 IT_4,L5 IT_4,8052.0,45.8650904201144,1.015692480439947,unknown
AB-S40307_S352_E1-50,MCx,culture,PCS4_220428_302_A01,L6 IT,L6 IT,0.51,0.6811116012475423,L6 IT_2,L6 IT_2,8247.0,46.29815084886072,1.0554757702948843,unknown
AB-S40307_S353_E1-50,MCx,culture,PCS4_220428_303_A01,L6 IT,L6 IT,0.37,0.6706684348260389,L6 IT_2,L6 IT_2,7550.0,46.72311633233942,1.0461929289863205,unknown
SM-GE4SJ_S010_E1-50,MCx,culture,PXS4_190228_302_A01,L5/6 NP,L5/6 NP,0.28,0.32385103646464775,L5/6 NP_3,L5/6 NP_3,4112.0,7.330445704382446,0.4211803419203858,unknown
AB-S40307_S698_E1-50,MCx,culture,PCS4_220519_302_A01,L5 IT,L6 IT,0.27,0.6035588045143644,L5 IT_4,L5 IT_4,5945.0,44.086902616551995,0.9708023480244867,unknown
SM-J39WD_S148_E1-50,MCx,culture,PXS4_191002_752_A01,L5 ET,L5 ET,0.2,0.5687145135169933,L5 ET_1,L5 ET_1,4529.0,39.45758131637779,0.8238127596164754,unknown
SM-GE4WX_S329_E1-50,MCx,culture,PXS4_190925_751_A01,L5 IT,L5 IT,0.35,0.5794097536784524,L5 IT_1,L5 IT_1,6568.0,44.318351245817695,0.8066994186435346,unknown
AB-S40308_S249_E1-50,TCx,culture,PCS4_220531_302_A01,L5 ET,L5 ET,0.78,0.6552874378373617,L5 ET_2,L5 ET_2,7014.0,37.207146727581616,0.8089849751888265,unknown
AB-S40308_S250_E1-50,TCx,culture,PCS4_220531_303_A01,L5 IT,L5 IT,0.46,0.6719350319636945,L5 IT_1,L5 IT_1,6134.0,48.47824245406592,0.9518777267221242,unknown
AB-S40308_S253_E1-50,TCx,culture,PCS4_220601_301_A01,L6 IT,L6 IT,0.9,0.733378011252971,L6 IT_4,L6 IT_4,7008.0,46.35956967922509,1.0407925534892004,unknown
AB-S40308_S254_E1-50,TCx,culture,PCS4_220601_302_A01,L5 IT,L5 IT,0.73,0.7306603684911095,L5 IT_1,L5 IT_1,7237.0,46.19569481633647,0.974088966143556,unknown
AB-S40308_S255_E1-50,TCx,culture,PCS4_220601_303_A01,L6 IT,L6 IT,0.21,0.43915807510965466,L6 IT_4,L6 IT_4,3460.0,22.171184129755737,0.7562674017959826,unknown
AB-S40308_S495_E1-50,TCx,culture,PCS4_220613_301_A01,L5 ET,L5 ET,0.62,0.7300792201639164,L5 ET_1,L5 ET_1,8164.0,46.732041225815244,0.9493637750779589,unknown
AB-S40308_S496_E1-50,TCx,culture,PCS4_220613_302_A01,L5 ET,L5 ET,1.0,0.7131416934129975,L5 ET_1,L5 ET_1,9853.0,31.981310581042933,0.8707255365530849,unknown
AB-S40308_S481_E1-50,TCx,culture,PCS4_220614_225_A01,L5 IT,L5 IT,0.8,0.6828351499041976,L5 IT_4,L5 IT_4,7784.0,43.790049971247306,0.9922825577531276,unknown
AB-S40308_S482_E1-50,TCx,culture,PCS4_220614_226_A01,L5 IT,L5 IT,0.55,0.6568871920354865,L5 IT_4,L5 IT_4,8213.0,30.00528356608218,0.8689482108429433,unknown
AB-S40308_S483_E1-50,TCx,culture,PCS4_220614_227_A01,L5 IT,L5 IT,0.83,0.5953504991632363,L5 IT_4,L5 IT_4,8062.0,24.798326428956187,0.7586428293910534,unknown
AB-S40308_S484_E1-50,TCx,culture,PCS4_220614_228_A01,L5 IT,L5 IT,0.51,0.6721216755434284,L5 IT_4,L5 IT_4,7858.0,46.07219703105734,0.9312573822163858,unknown
AB-S40308_S485_E1-50,TCx,culture,PCS4_220614_229_A01,L5 IT,L5 IT,0.54,0.6306489589930259,L5 IT_4,L5 IT_4,3529.0,48.676352159603965,0.9583136745022236,unknown
AB-S40309_S138_E1-50,MCx,culture,PCS4_220623_302_A01,L2/3 IT,L5 IT,0.18,0.6952893380297266,L2/3 IT_15,L2/3 IT_15,5777.0,44.796499193398574,0.8818139532558136,unknown
AB-S40309_S139_E1-50,MCx,culture,PCS4_220623_303_A01,L6 IT,L6 IT,0.34,0.5985118242041028,L6 IT_4,L6 IT_4,5070.0,37.262433493687396,0.8957824527457303,unknown
AB-S40309_S140_E1-50,MCx,culture,PCS4_220623_304_A01,L5 ET,L5 ET,1.0,0.6817421621490786,L5 ET_1,L5 ET_1,5693.0,55.84325550521056,0.8954165269550562,unknown
AB-S40309_S141_E1-50,MCx,culture,PCS4_220623_305_A01,L5 IT,L5 IT,0.57,0.7284457244696021,L5 IT_4,L5 IT_4,5016.0,48.53735124971624,0.9323946650512003,unknown
AB-S40309_S580_E1-50,MCx,culture,P4S4_220628_151_A01,Pvalb,L6 IT,0.33,0.3821025236809905,Pvalb_4,Pvalb_4,5105.0,26.646272794151542,0.6889642055708831,CS
AB-S40309_S581_E1-50,MCx,culture,P4S4_220628_152_A01,L6 IT,L6 IT,0.15,0.35853635658220423,L6 IT_4,L6 IT_4,8359.0,24.10650337516025,0.5135723610491563,CS
AB-S40309_S599_E1-50,MCx,culture,PCS4_220628_302_A01,Pax6,L6 IT,0.25,0.50537602732282,Pax6_2,Pax6_2,8662.0,30.345414624881812,0.8649230949388198,CS
AB-S40309_S600_E1-50,MCx,culture,PCS4_220628_303_A01,L5 ET,L5 ET,0.2,0.4960041167439775,L5 ET_1,L5 ET_1,5950.0,40.22827817400076,0.8963724778262753,CS
AB-S40309_S602_E1-50,MCx,culture,PCS4_220628_305_A01,L2/3 IT,L5 ET,0.28,0.6040288294356796,L2/3 IT_15,L2/3 IT_15,8434.0,31.737625156171827,0.7414299852615238,CS
AB-S40309_S590_E1-50,MCx,culture,PCS4_220628_225_A01,L5 IT,L6 IT,0.21,0.5136361345914101,L5 IT_4,L5 IT_4,7709.0,26.260548555799712,0.8729409723025348,CS
AB-S40309_S591_E1-50,MCx,culture,PCS4_220628_226_A01,L5 ET,L5 ET,0.88,0.6465334621861698,L5 ET_1,L5 ET_1,9369.0,33.17339388771165,0.8681298932950687,CS
AB-S40309_S592_E1-50,MCx,culture,PCS4_220628_227_A01,L5 IT,L5 ET,0.26,0.5393226818402832,L5 IT_1,L5 IT_1,9822.0,29.822106114183473,0.7566689961175991,CS
AB-S40309_S593_E1-50,MCx,culture,PCS4_220628_228_A01,Pvalb,L6 IT,0.15,0.36883794478208454,Pvalb_3,Pvalb_3,8586.0,24.107498867790714,0.6701748179808975,CS
AB-S40309_S594_E1-50,MCx,culture,PCS4_220628_229_A01,L5 ET,L5 ET,0.63,0.6074463398156937,L5 ET_1,L5 ET_1,9896.0,28.471797940256078,0.8241330314271801,CS
AB-S40309_S633_E1-50,MCx,culture,PCS4_220629_301_A01,L5 ET,L5 ET,1.0,0.6761974684898163,L5 ET_1,L5 ET_1,9672.0,25.567008734298373,0.8099220151468268,CS
AB-S40309_S635_E1-50,MCx,culture,PCS4_220629_303_A01,L6 IT,L6 IT,0.44,0.7171590278933715,L6 IT_4,L6 IT_4,7617.0,45.97568323100949,0.9754461251510411,unknown
AB-S40309_S631_E1-50,MCx,culture,PCS4_220629_227_A01,L5 ET,L5 ET,0.47,0.603748259377092,L5 ET_1,L5 ET_1,9099.0,28.49450369780147,0.7355118778500437,CS
AB-S40309_S632_E1-50,MCx,culture,PCS4_220629_228_A01,L5/6 NP,L5/6 NP,0.14,0.27934081121856474,L5/6 NP_1,L5/6 NP_1,7333.0,18.916234040773176,0.5568814655612697,CS
AB-S40309_S667_E1-50,MCx,culture,PCS4_220630_225_A01,L5 ET,L5 ET,0.52,0.6289860400669977,L5 ET_1,L5 ET_1,9970.0,29.20205943067245,0.808896774592283,CS
AB-S40309_S668_E1-50,MCx,culture,PCS4_220630_226_A01,L5 ET,L5 ET,0.52,0.5794286543291821,L5 ET_1,L5 ET_1,8818.0,31.482969634624407,0.8465226464103159,CS
AB-S40311_S289_E1-50,TCx,culture,PWS4_220714_901_A01,L5 ET,L5 ET,0.95,0.7411939268342994,L5 ET_1,L5 ET_1,8061.0,44.51277440604875,0.9881952648779811,unknown
AB-S40311_S290_E1-50,TCx,culture,PWS4_220714_902_A01,L5 ET,L5 ET,1.0,0.7132576541952489,L5 ET_1,L5 ET_1,7472.0,41.72031643861696,0.9437967632671754,unknown
AB-S40312_S477_E1-50,MCx,culture,PCS4_220906_225_A01,L6 CT,L6 CT,0.59,0.7069340014253966,L6 CT_2,L6 CT_2,6167.0,48.7731013915546,1.0428165805013283,unknown
AB-S40312_S478_E1-50,MCx,culture,PCS4_220906_226_A01,L2/3 IT,L5 ET,0.24,0.6178417821810787,L2/3 IT_9,L2/3 IT_9,7205.0,37.69358910584133,0.8613617311785329,unknown
AB-S40316_S527_E1-50,TCx,culture,PCS4_221011_227_A01,L5 IT,L5 IT,0.76,0.6913632265449743,L5 IT_1,L5 IT_1,5890.0,44.32466918051565,0.9561935692130752,unknown
AB-S40318_S151_E1-50,MCx,culture,PCS4_221103_301_A01,L5 IT,L5 ET,0.29,0.57951386465375,L5 IT_1,L5 IT_1,6641.0,44.9349122802168,0.9318132860370815,CS
AB-S40320_S731_E1-50,TCx,culture,PCS4_221201_301_A01,L5 ET,L5 ET,0.47,0.6784644616277794,L5 ET_1,L5 ET_1,7340.0,48.607324758748895,1.0150734390717764,unknown
AB-S40320_S732_E1-50,TCx,culture,PCS4_221201_302_A01,L5 ET,L5 ET,1.0,0.7285793445061807,L5 ET_1,L5 ET_1,8947.0,25.006626455286796,0.8966970656173455,unknown
AB-S40320_S733_E1-50,TCx,culture,PCS4_221201_303_A01,L5 ET,L5 ET,0.88,0.6888053066204975,L5 ET_2,L5 ET_2,6486.0,46.86811513396537,0.9164555137279642,unknown
AB-S40320_S734_E1-50,TCx,culture,PCS4_221201_304_A01,L5 ET,L5 ET,0.75,0.7213754681996141,L5 ET_1,L5 ET_1,6858.0,49.73180678141726,0.9405356260749692,unknown
AB-S40320_S736_E1-50,TCx,culture,PCS4_221202_302_A01,L6 IT,L6 IT,0.58,0.7291140683060927,L6 IT_4,L6 IT_4,7819.0,44.75073298957541,1.0106153346674986,unknown
AB-S40334_S290_E1-50,TCx,culture,PWS4_230203_901_A01,L5 IT,L5 IT,0.65,0.6931823863749212,L5 IT_4,L5 IT_4,6069.0,48.4367786797882,0.9877494277972764,unknown
AB-S40334_S291_E1-50,TCx,culture,PWS4_230203_902_A01,L5 IT,L6 IT,0.15,0.5968550776597473,L5 IT_4,L5 IT_4,4976.0,45.6638497337287,1.0377853427435033,unknown
AB-S40334_S292_E1-50,TCx,culture,PWS4_230203_903_A01,L6 IT,L6 IT,0.33,0.6032310681674943,L6 IT_1,L6 IT_1,4071.0,43.54331811895236,0.9547896197831408,unknown
AB-S40324_S742_E1-50,MCx,culture,PCS4_230208_301_A01,L5 IT,L5 ET,0.27,0.40007642290567874,L5 IT_4,L5 IT_4,4944.0,23.648246326802862,0.8946314164508268,CS
AB-S40334_S297_E1-50,MCx,culture,PWS4_230209_902_A01,L6 CT,L6 IT,0.1,0.5637264429749064,L6 CT_4,L6 CT_4,7556.0,41.89216383306864,0.9554078667029898,CS
AB-S40334_S298_E1-50,MCx,culture,PWS4_230210_901_A01,L2/3 IT,L5 ET,0.34,0.5808396492179118,L2/3 IT_15,L2/3 IT_15,6267.0,44.91715740619326,0.9167272383458894,CS
AB-S40334_S299_E1-50,MCx,culture,PWS4_230215_901_A01,L2/3 IT,L5 ET,0.17,0.3738528681368356,L2/3 IT_15,L2/3 IT_15,1049.0,32.152706301423514,0.7955948066988269,CS
AB-S40328_S580_E1-50,TCx,culture,PCS4_230320_301_A01,L5/6 NP,L6 IT,0.19,0.47517183829769866,L5/6 NP_3,L5/6 NP_3,3942.0,27.677909456588633,0.9209588430127943,unknown
AB-S40328_S581_E1-50,TCx,culture,PCS4_230320_302_A01,L6 CT,L6 CT,0.93,0.5079330836041924,L6 CT_4,L6 CT_4,5349.0,24.181426079804975,0.8878453648898026,unknown
AB-S40328_S582_E1-50,TCx,culture,PCS4_230320_303_A01,L6 IT,L6 IT,0.9,0.660650814133397,L6 IT_2,L6 IT_2,8735.0,30.03912747567587,0.8419506447582651,unknown
AB-S40328_S583_E1-50,TCx,culture,PCS4_230321_301_A01,L6b,L6b,0.98,0.6139566293694475,L6b_1,L6b_1,6661.0,40.26375219815979,0.9769260102023035,unknown
AB-S40334_S284_E1-50,TCx,culture,PCS4_230525_301_A01,L5 IT,L5 IT,0.74,0.6751526559888792,L5 IT_1,L5 IT_1,6862.0,44.02903078866671,0.9501019613056846,unknown
AB-S40334_S285_E1-50,TCx,culture,PCS4_230525_302_A01,L5 ET,L5 ET,1.0,0.7121418046855271,L5 ET_1,L5 ET_1,7170.0,44.43584237244814,0.8623738354799796,unknown
AB-S40334_S350_E1-50,MCx,culture,PCS4_230531_301_A01,L5 ET,L5 ET,0.31,0.6504106887061974,L5 ET_1,L5 ET_1,6766.0,47.40795825932492,0.9063663504103258,unknown
SM-J3A1E_S355_E1-50,MCx,culture,PQS4_200207_751_A01,L5 ET,L5 ET,0.79,0.598071697189166,L5 ET_1,L5 ET_1,7219.0,41.93116226049494,0.8422617301548216,unknown
SM-J3A1E_S358_E1-50,MCx,culture,PQS4_200207_754_A01,L6 IT,L6 IT,0.83,0.604694254145208,L6 IT_2,L6 IT_2,5514.0,42.667941120735534,0.8778434212334786,unknown
SM-J3A16_S720_E1-50,MCx,culture,PQS4_200212_751_A01,L5 ET,L5 ET,0.52,0.6590096651836367,L5 ET_1,L5 ET_1,7532.0,40.400901160513385,0.8427965134520142,unknown
SM-GE4WX_S330_E1-50,MCx,culture,PXS4_190925_752_A01,L6 IT,L6 IT,0.34,0.5790016755990706,L6 IT_3,L6 IT_3,7276.0,47.2557144327362,0.7188726392993181,unknown
