"time","instRate","protocol","percent_change","cell_name","predicted_subclass","Species","blockers","bath","puff","DFP","LIMs_depth","assigned_subclass","expCon","response","keep","Date"
-1.58492,5.29436679373147,"baseline",97.9132339230934,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
-1.39388,5.64461503725446,"baseline",104.390672970162,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
-1.21388,5.41242693223641,"baseline",100.096620607241,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
-1.02724,4.9563838223632,"baseline",91.6626269993749,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
-0.822159999999997,5.4241701019744,"baseline",100.313797045964,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
-0.635159999999999,5.5175457956301,"baseline",102.040673269664,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
-0.451039999999999,5.71559213534522,"baseline",105.703312890912,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
-0.27308,5.13980263157895,"baseline",95.0547472419505,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
-0.0766399999999976,5.62682871933378,"baseline",104.06173544561,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
0.10324,5.24989500209996,"stimulus",97.0907792072338,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
0.295839999999998,5.37750053775005,"stimulus",99.4506970498703,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
0.485480000000003,5.28317836010144,"stimulus",97.7063166916414,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
0.67756,5.58534405719392,"stimulus",103.294524259349,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
0.858719999999998,5.5420084238528,"stimulus",102.493081486333,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
1.0406,4.73215975771342,"stimulus",87.5158604173476,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
1.2546,4.76190476190476,"stimulus",88.0659601113995,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
1.46744,5.29212531752752,"stimulus",97.8717803947602,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
1.65852,5.08026823816297,"stimulus",93.9537270036267,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
1.85892,5.0999592003264,"stimulus",94.3178887361989,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
2.05724,4.75375546681879,"stimulus",87.9152482572442,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
2.27056,4.47948396344741,"stimulus",82.8429117693688,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
2.49612,4.43341017910977,"stimulus",81.9908300381002,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
2.7236,3.65176745544844,"stimulus",67.5352454842021,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
3,4.69924812030075,"stimulus",86.9071974783547,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
3.21472,4.43892045454545,"stimulus",82.0927362544118,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
3.44284,4.24088210347752,"stimulus",78.4302443740199,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
3.68128,4.55373406193078,"stimulus",84.2160820737427,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
3.904,4.10172272354389,"stimulus",75.8566514495237,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
4.15044,3.82262996941896,"stimulus",70.695151465573,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
4.41328,4.86381322957198,"stimulus",89.9506401916045,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
4.62128,4.32750562575731,"stimulus",80.0322469421581,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
4.8536,4.24881033310673,"stimulus",78.5768678764186,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
5.09204,3.80343830823064,"stimulus",70.3402237311497,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
5.35796000000001,4.80122911465335,"stimulus",88.7932188563179,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
5.56864,4.58715596330275,"stimulus",84.8341817586876,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
5.78807999999999,3.74195479718605,"stimulus",69.2031568006058,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
6.05795999999999,3.40506673930809,"stimulus",62.9727990445175,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
6.35372,3.6007489557828,"stimulus",66.5917169213376,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
6.63384000000001,4.30737422467264,"stimulus",79.6599397975271,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
6.8694,4.31704368848213,"stimulus",79.8387654264975,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
7.10352,4.96919101570264,"stimulus",91.8994813327067,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
7.30748,4.15282392026578,"stimulus",76.8017093994763,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
7.5506,4.23370025402202,"stimulus",78.2974243158082,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
7.78876,3.96322130627774,"stimulus",73.2952267889739,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
8.04295999999999,4.03811985139719,"stimulus",74.680389369221,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
8.29236,4.24592391304348,"stimulus",78.5234868520461,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
8.53,4.40683941477173,"stimulus",81.4994342649122,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
8.76027999999999,4.78835472131775,"stimulus",88.5551217362281,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
8.971,4.30737422467264,"stimulus",79.6599397975271,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
9.20528,4.46030330062444,"stimulus",82.4881874370825,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
9.432,4.85248447204969,"stimulus",89.7411278309098,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
9.64032,4.90388387602982,"stimulus",90.6917007816491,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
9.84712,4.78011472275335,"stimulus",88.402732425401,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
10.0588,4.31704368848213,"stimulus",79.8387654264975,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
10.29264,4.3222683264177,"stimulus",79.935389105264,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
10.52588,4.60235640648012,"stimulus",85.1152964994196,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
10.74444,4.80030721966206,"stimulus",88.7761694671366,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
10.95544,4.82998454404946,"stimulus",89.3250175009365,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
11.1654,4.71698113207547,"stimulus",87.2351491669523,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
11.38044,5.02008032128514,"stimulus",92.8406205993669,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
11.58196,5.25099768956102,"stimulus",97.1111721455256,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
11.77452,4.82532329666088,"stimulus",89.2388130833521,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
11.98556,4.78560490045942,"stimulus",88.5042669572832,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
12.19688,5.33731853116994,"stimulus",98.7075769822475,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
12.38692,4.81695568400771,"stimulus",89.0840636965023,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
12.59696,5.10516642842557,"stimulus",94.4141904400341,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
12.79572,5.30672893228614,"stimulus",98.1418574792713,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
12.9866,4.16250416250416,"stimulus",76.9807343631114,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
13.22932,5.17277053589903,"stimulus",95.6644507727803,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
13.42512,5.67408079891058,"stimulus",104.9356083942,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
13.60428,5.2932458183358,"stimulus",97.8925027704525,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
13.79564,4.77920091760658,"stimulus",88.3858326486039,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
14.00744,4.60999446800664,"stimulus",85.2565536759814,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
14.22724,4.51182097094387,"stimulus",83.4409475879529,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
14.45176,4.7001316036849,"stimulus",86.923536488973,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
14.667,4.89715964740451,"stimulus",90.5673438951709,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
14.87524,5.12085210979107,"stimulus",94.7042791038196,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
15.07364,4.82067103740841,"stimulus",89.1527748910234,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
15.2846,4.70278404815651,"stimulus",86.9725904034701,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
15.5,5.37865748709122,"stimulus",99.4720934993217,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
15.68772,4.83278561763,"stimulus",89.3768201401212,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
15.89728,4.71431265321516,"stimulus",87.1857987148496,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
16.1124,5.00400320256205,"stimulus",92.5432927511704,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
16.314,5.11352014726938,"stimulus",94.5686828768352,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
16.51208,4.92125984251969,"stimulus",91.0130493277258,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
16.71728,5.68569479190357,"stimulus",105.150395857368,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
16.89644,4.78377344048986,"stimulus",88.4703962083519,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
17.10764,4.92707922743398,"stimulus",91.1206721688702,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
17.31224,4.66679111442972,"stimulus",86.3069424276362,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
17.5288,5.1041241322989,"stimulus",94.3949143701199,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
17.728,4.91448791035974,"stimulus",90.8878102191561,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
17.9346,4.79202606862181,"stimulus",88.6230190885273,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
18.14584,5.44543672402527,"stimulus",100.707098798703,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
18.33256,4.82811896485129,"stimulus",89.2905157560539,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
18.54188,5.04540867810293,"stimulus",93.3090394722194,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
18.743,4.9583498611662,"stimulus",91.6989866292835,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
18.9466,5.0978792822186,"stimulus",94.2794230393245,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
19.14608,4.68867216804201,"stimulus",86.7116073865055,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
19.36208,5.05356781888013,"stimulus",93.4599334111274,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
19.5632,5.09061290979434,"stimulus",94.1450398258699,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
19.76184,5.50539528738163,"stimulus",101.815963572968,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
19.94532,5.27983104540655,"stimulus",97.6444119503373,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
20.13868,5.50782110597048,"stimulus",101.860826302015,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
20.32228,4.92902208201893,"stimulus",91.1566030332901,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
20.52804,5.0332192470304,"stimulus",93.0836099425905,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
20.73064,5.41125541125541,"stimulus",100.074954672045,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
20.91796,4.88567520031268,"stimulus",90.354952234678,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
21.12476,5.25541307546773,"stimulus",97.1928296373444,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
21.31848,5.1219012497439,"stimulus",94.7236817424395,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
21.51712,5.32935408228523,"stimulus",98.5602836463115,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
21.70804,5.23231477605693,"stimulus",96.7656531152882,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
21.9016,4.88949735967143,"stimulus",90.4256386827395,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
22.10936,4.88090589613432,"stimulus",90.2667494308565,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
22.31652,5.04133897963299,"stimulus",93.2337750725645,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
22.51768,4.97809637594584,"stimulus",92.0641757436972,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
22.72088,4.93291239147593,"stimulus",91.2285498391569,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
22.92688,4.89428347689898,"stimulus",90.5141524245981,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
23.13436,5.19534497090607,"stimulus",96.0819390242825,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
23.3292,5.00700981373924,"stimulus",92.5988965721705,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
23.53124,5.1440329218107,"stimulus",95.1329816018204,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
23.72828,4.72411186696901,"stimulus",87.3670239200392,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
23.94268,5.60663825969948,"stimulus",103.688336080926,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
24.12396,4.91062659595364,"stimulus",90.8163996434585,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
24.32932,5.30560271646859,"stimulus",98.1210294110457,"QF25.26.022.19.08.01",NA,"M.fascicularis","Ptx/KA","Ket","5HT[100uM]",1660,1441,"L6_IT","Ket-wash-in",NA,TRUE,2025-10-27
