"",score.Corr,score.Tree,class_Corr,subclass_Corr,cluster_Corr,class_Tree,subclass_Tree,cluster_Tree,cluster,cluster_score,res.index,quality_score,marker_sum_norm,Norm_Marker_Sum.0.4,contaminationType,contam_sum,Tree_call,Tree_first_cor,Tree_first_bt,Tree_second_bt,Tree_first_KL,Tree_second_KL,number_genes_CPMgt0,number_genes_CPMgt1
SM-GE8ZP_S166_E1-50,0.741477090986964,1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,1.00,1,0.421956072083156,0.833290086141375,TRUE,Microglia.PVM,0.746695884060526,I1,0.741477090986964,0.88,0.03,1.18191214443369,3.99060482992387,7380,7380
SM-GE8ZP_S167_E1-50,0.295412224042051,0.81,Neuronal: Glutamatergic,L6 IT,L6 IT_2,Neuronal: Glutamatergic,L4 IT,L4 IT_4,L4 IT_4,0.81,1,0.153217489061864,0.379975159241402,FALSE,Microglia.PVM,1.0598527047912,PoorQ,0.295412224042051,0.97,0.03,0.132100820936484,2.16845056343338,5397,5397
SM-GE672_S037_E1-50,0.553794185935861,0.61,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,n74,0.97,0.692819375746205,0.232773319241574,0.596202581753339,TRUE,Microglia.PVM,1.02066272976723,Core,0.553794185935861,1,0,0.0587889314533285,3.52671685483423,7302,7302
SM-GE672_S039_E1-50,0.759570341403211,0.99,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.99,1,0.458003319409483,0.887868766941524,TRUE,Microglia.PVM,0.56120237880709,Core,0.759570341403211,1,0,0.169593009986973,2.74571590521406,7692,7692
SM-GE672_S040_E1-50,0.756646164136379,0.47,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,n73,1.00,0.568309739041446,0.558059362692101,0.890672036573039,TRUE,Oligodendrocyte,0.23434566074876,I1,0.756646164136379,0.87,0.13,0.370460814267046,1.2528536693475,7166,7166
SM-GE672_S049_E1-50,0.435157230317949,0.45,Neuronal: Glutamatergic,L6 CT,L6 CT_4,Neuronal: Glutamatergic,L5 IT,L5 IT_6,n91,0.75,0.839501961453181,0.385359456858316,0.868681814987437,TRUE,Microglia.PVM,2.23684952710283,PoorQ,0.435157230317949,0.52,0.48,0.515594448950967,0.628343976822843,10149,10149
SM-GE672_S051_E1-50,0.295449685987464,0.58,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: Glutamatergic,L5 IT,L5 IT_5,n92,0.77,0.922394678492239,0.289821771091449,0.47455071881028,TRUE,Oligodendrocyte,0.118097368590536,PoorQ,0.295449685987464,1,0,0.0041072215538108,4.43116731164526,3928,3928
SM-GE672_S053_E1-50,0.823136586903141,1,Neuronal: Glutamatergic,L5 ET,L5 ET_1,Neuronal: Glutamatergic,L5 ET,L5 ET_1,L5 ET_1,1.00,1,0.59150327785622,0.916794158091469,TRUE,Oligodendrocyte,1.4308594735595,I1,0.823136586903141,0.86,0.14,0.103910507805185,1.55350313786179,13160,11857
SM-GE672_S054_E1-50,0.371381845138822,0.45,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: Glutamatergic,L4 IT,L4 IT_1,n83,0.94,0.513559611120587,0.259045576333689,0.567697611959641,TRUE,Endothelial,0.0508293967557102,PoorQ,0.371381845138822,0.21,0.14,8.53444628977675,8.67968122686204,4545,3812
SM-GE672_S055_E1-50,0.575722785185058,0.51,Neuronal: Glutamatergic,L5 IT,L5 IT_7,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n72,1.00,0.461026778099949,0.437943782254186,0.819612080359439,TRUE,Astrocyte,1.17785569743198,Core,0.575722785185058,1,0,0.0994826961438,3.53012640265773,11630,10339
SM-GE672_S056_E1-50,0.775683397408334,1,Neuronal: Glutamatergic,L5 ET,L5 ET_1,Neuronal: Glutamatergic,L5 ET,L5 ET_1,L5 ET_1,1.00,1,0.576313654566906,0.88352908939558,TRUE,Microglia.PVM,1.9881076610851,I1,0.775683397408334,0.52,0.25,1.40958322246558,2.99803105218055,14020,14020
SM-GE672_S060_E1-50,0.217418193627665,0.41,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: GABAergic,Pvalb,Pvalb_2,n2,0.87,0.163397578031725,0.0603849081245322,0.274355842306907,FALSE,Microglia.PVM,0.888098254221827,PoorQ,0.217418193627665,0.81,0.17,2.4803796375063,3.05460949151792,4696,4696
SM-GE672_S061_E1-50,0.784988854170468,0.89,Neuronal: Glutamatergic,L4 IT,L4 IT_2,Neuronal: Glutamatergic,L4 IT,L4 IT_3,L4 IT_3,0.89,1,0.535566910895126,0.972399262535243,TRUE,Oligodendrocyte,0.146778910840937,I1,0.784988854170468,0.7,0.18,0.862475005116459,1.60737050464345,7882,7882
SM-GE672_S063_E1-50,0.205068552088197,0.21,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L4 IT,L4 IT_3,n1,1,0,0.0719002675376848,0.212970452279552,FALSE,Microglia.PVM,0.487806750988125,PoorQ,0.205068552088197,0.92,0.08,0.0749386347314564,1.96135638511439,3896,3896
SM-GE672_S064_E1-50,0.240873812026436,0.26,Neuronal: Glutamatergic,L6 IT,L6 IT_2,Neuronal: GABAergic,Sncg,Sncg_5,n1,1,0,0.163685759505588,0.25728705134615,FALSE,Microglia.PVM,0.126155139151082,PoorQ,0.240873812026436,0.99,0.01,0.100692838499094,3.12587037803223,2176,2176
SM-GE672_S067_E1-50,0.305180087547804,0.49,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: Glutamatergic,L6 CT,L6 CT_3,n94,1.00,0.534026948661095,0.267817395430259,0.233356676553079,FALSE,Microglia.PVM,0.0762198524737173,PoorQ,0.305180087547804,0.68,0.32,0.701701499604036,1.50222741225755,2756,2756
SM-GE672_S069_E1-50,0.797945011575394,1,Neuronal: Glutamatergic,L4 IT,L4 IT_2,Neuronal: Glutamatergic,L4 IT,L4 IT_2,L4 IT_2,1.00,1,0.445757593695848,0.861835587629332,TRUE,Microglia.PVM,0.735428325449373,I1,0.797945011575394,0.87,0.13,0.111398642830429,4.80073001471499,9413,9413
SM-GE672_S070_E1-50,0.183797498599731,0.26,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: GABAergic,Sncg,Sncg_4,n1,1,0,0.00795826904392083,0.12274829320673,FALSE,Microglia.PVM,0.344865399249669,PoorQ,0.183797498599731,0.98,0.02,0.0536969098040095,3.68384465536533,1316,1316
SM-GE672_S073_E1-50,0.205164581898305,0.55,Neuronal: GABAergic,Sncg,Sncg_2,Neuronal: GABAergic,Sncg,Sncg_2,n16,0.73,0.396384103701177,0.140068108175761,0.239209261056666,FALSE,Astrocyte,0.339498184612964,PoorQ,0.205164581898305,1,0,0.164278095090726,2.89314273317718,4056,4056
SM-GE672_S074_E1-50,0.777149497318881,1,Neuronal: Glutamatergic,L6 IT Car3,L6 IT Car3_3,Neuronal: Glutamatergic,L6 IT Car3,L6 IT Car3_3,L6 IT Car3_3,1.00,1,0.526404726977054,0.893751553141597,TRUE,Microglia.PVM,1.17642223827964,Core,0.777149497318881,1,0,0.164278095090726,2.89314273317718,10257,10257
SM-GE672_S079_E1-50,0.749699412655671,1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,1.00,1,0.36583240476272,0.82576899625322,TRUE,Microglia.PVM,1.36520620902484,Core,0.749699412655671,1,0,0.0154156599681952,3.52756875419027,10591,9568
SM-GE672_S081_E1-50,0.433272182804524,0.48,Neuronal: Glutamatergic,L4 IT,L4 IT_3,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,n72,1.00,0.461026778099949,0.279825468402812,0.526636314123143,TRUE,Microglia.PVM,0.552938997127866,PoorQ,0.433272182804524,0.85,0.15,0.297928508757693,2.61609910261962,6353,6353
SM-GE672_S082_E1-50,0.671533787378121,0.99,Neuronal: Glutamatergic,L4 IT,L4 IT_1,Neuronal: Glutamatergic,L4 IT,L4 IT_1,L4 IT_1,0.99,1,0.353146348881669,0.606139289392958,TRUE,Microglia.PVM,1.19259684922789,I1,0.671533787378121,0.73,0.27,0.170315916090188,0.8467868635092,9978,8975
SM-GE672_S083_E1-50,0.843008877847548,0.89,Neuronal: Glutamatergic,L5 IT,L5 IT_6,Neuronal: Glutamatergic,L5 IT,L5 IT_6,L5 IT_6,0.89,1,0.59348304744322,1.03718699600281,TRUE,Astrocyte,1.16726613098041,Core,0.843008877847548,1,0,0.0262396813583293,3.68086844357201,11215,9947
SM-GE672_S090_E1-50,0.372549648971541,0.43,Neuronal: Glutamatergic,L4 IT,L4 IT_1,Neuronal: Glutamatergic,L6 IT Car3,L6 IT Car3_3,n69,1.00,0.28927170390585,0.352762159815607,0.489582344153545,TRUE,Astrocyte,0.0740365940749932,PoorQ,0.372549648971541,0.65,0.24,0.463423326971527,3.12691243763509,5172,4122
SM-GE672_S091_E1-50,0.787099263192086,0.97,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,L2/3 IT_6,0.97,1,0.588222087108064,0.999211569104006,TRUE,Astrocyte,0.497482383988606,I2,0.787099263192086,0.59,0.41,1.97244969527408,2.82299824578505,9541,8611
SM-GE672_S092_E1-50,0.717833957628898,0.96,Neuronal: Glutamatergic,L4 IT,L4 IT_2,Neuronal: Glutamatergic,L4 IT,L4 IT_2,L4 IT_2,0.96,1,0.444152520120282,0.759915853078003,TRUE,Oligodendrocyte,1.02345790856437,Core,0.717833957628898,0.96,0.02,0.0755378515051412,1.24925399111481,7945,7945
SM-GE672_S093_E1-50,0.689826409101279,1,Neuronal: Glutamatergic,L6 IT,L6 IT_2,Neuronal: Glutamatergic,L6 IT,L6 IT_2,L6 IT_2,1.00,1,0.504966311309508,0.893165638596934,TRUE,Endothelial,1.07263594157758,I1,0.689826409101279,0.69,0.27,0.659424623738368,1.51930009479993,8880,8880
SM-GE672_S095_E1-50,0.27301694462772,0.42,Neuronal: Glutamatergic,L5 IT,L5 IT_6,Neuronal: Glutamatergic,L4 IT,L4 IT_3,n1,1,0,0.109194819262246,0.145246116526661,FALSE,Microglia.PVM,0.0435946393098637,PoorQ,0.27301694462772,0.72,0.28,0.678366249241476,2.25044978762199,3990,3990
SM-GE66Q_S009_E1-50,0.196945079142745,0.34,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,n70,0.71,0.355961112058673,0,0.188796607961029,FALSE,Microglia.PVM,0.96262731266338,PoorQ,0.196945079142745,0.33,0.21,8.96135932738172,9.57385451145217,4902,4902
SM-GE66Q_S022_E1-50,0.0822974325397623,0.18,Neuronal: Glutamatergic,L6 IT Car3,L6 IT Car3_1,Neuronal: GABAergic,Sst,Sst_20,n1,1,0,0,0.127125516099295,FALSE,Microglia.PVM,1.48231410635948,PoorQ,0.0822974325397623,0.83,0.1,0.154684875125643,2.05998001946628,8371,7626
SM-GE66Q_S023_E1-50,0.395905352845512,0.36,Neuronal: Glutamatergic,L4 IT,L4 IT_2,Neuronal: Glutamatergic,L4 IT,L4 IT_3,n1,1,0,0.255328039437311,0.647027825503923,TRUE,Microglia.PVM,1.27122665956579,PoorQ,0.395905352845512,0.72,0.28,0.506491672652204,2.12211251604232,9822,9822
SM-GE66Q_S024_E1-50,0.195250934580218,0.26,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L5/6 NP,L5/6 NP_3,n105,0.70,0.728807777588265,0.00301023757049443,0.194394920760785,FALSE,Microglia.PVM,1.24636020420436,PoorQ,0.195250934580218,1,0,0.0994826961438,3.53012640265773,6935,6120
SM-GE67G_S105_E1-50,0.368154766077814,0.46,Neuronal: Glutamatergic,L5 IT,L5 IT_6,Neuronal: Glutamatergic,L6 IT,L6 IT_2,n73,0.73,0.568309739041446,0.205724236118595,0.541508645920967,TRUE,Microglia.PVM,1.65754941372838,PoorQ,0.368154766077814,1,0,0.112265784019819,3.08780826820158,7386,7386
SM-GE67G_S106_E1-50,0.534417569844081,0.19,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n1,1,0,0.435256520028656,0.51494826748711,TRUE,Endothelial,0.267439274534899,Core,0.534417569844081,1,0,0.0994826961438,3.53012640265773,5524,5524
SM-GE67G_S107_E1-50,0.779101324112734,1,Neuronal: Glutamatergic,L4 IT,L4 IT_4,Neuronal: Glutamatergic,L4 IT,L4 IT_4,L4 IT_4,1.00,1,0.558973729855752,0.992787037827219,TRUE,Oligodendrocyte,0.467680284718146,PoorQ,0.779101324112734,0.41,0.4,4.4123693947236,4.59779035083817,10383,10383
SM-GE67G_S109_E1-50,0.489756175618551,0.5,Neuronal: Glutamatergic,L5 IT,L5 IT_7,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n91,0.74,0.839501961453181,0.380320194747771,0.8037553575089,TRUE,Microglia.PVM,1.80957679868428,PoorQ,0.489756175618551,0.51,0.49,0.955243049348621,1.08635857312287,11915,11915
SM-GE67G_S110_E1-50,0.230669210645848,0.27,Neuronal: Glutamatergic,L6 CT,L6 CT_1,Neuronal: GABAergic,Sst,Sst_9,n1,1,0,0.0972685199736311,0.246305181603892,FALSE,Microglia.PVM,0.701096072161481,PoorQ,0.230669210645848,1,0,0.096838832051713,1.72314389761837,3920,3920
SM-GE67G_S111_E1-50,0.733931657889056,0.53,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: Glutamatergic,L5 IT,L5 IT_7,n89,1.00,0.651884700665188,0.512240531548663,1.02612893210459,TRUE,Endothelial,1.11745641609091,Core,0.733931657889056,1,0,0.096838832051713,1.72314389761837,9032,9032
SM-GE91M_S004_E1-50,0.752899230448595,0.99,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.99,1,0.447351338402257,0.883434836545204,TRUE,Microglia.PVM,1.97010205899495,PoorQ,0.752899230448595,0.56,0.24,2.45204428755987,2.82606851277101,13882,13882
SM-GE91Q_S011_E1-50,0.268045929271327,0.37,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: GABAergic,Sst,Sst_9,n1,1,0,0.107560385415249,0.213734608919239,FALSE,Microglia.PVM,0.111901148466212,PoorQ,0.268045929271327,0.92,0.08,0.138911776132194,3.14964431905373,2898,2898
SM-GE91Q_S021_E1-50,0.832018238991875,1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,1.00,1,0.462248877340605,0.964655229240957,TRUE,Microglia.PVM,1.37665464347331,I1,0.832018238991875,0.74,0.26,0.290996032280084,2.19781224331175,12482,10908
SM-GE91Q_S022_E1-50,0.386738239676334,0.23,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L6b,L6b_2,n1,1,0,0.234564047637622,0.535048638719331,TRUE,Microglia.PVM,0.711422020007412,PoorQ,0.386738239676334,0.48,0.16,5.66306395066624,7.05856326565805,5670,5670
SM-GE91Q_S031_E1-50,0.314733251240874,0.32,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L6b,L6b_4,n70,0.95,0.355961112058673,0.111884773556981,0.354789095785278,FALSE,Microglia.PVM,1.15011142893923,PoorQ,0.314733251240874,1,0,0.169593009986973,2.74571590521406,6741,6741
SM-GE91Q_S032_E1-50,0.37988322417593,0.42,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,n70,0.79,0.355961112058673,0.169255850126586,0.466628479781883,TRUE,Microglia.PVM,1.23333230397726,PoorQ,0.37988322417593,0.42,0.32,1.11729510106405,1.8851508422109,7704,7704
SM-GE91Q_S035_E1-50,0.800554971557983,0.64,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,n74,0.93,0.692819375746205,0.434692275210636,1.00678938434369,TRUE,Microglia.PVM,1.93189275261111,I2,0.800554971557983,0.44,0.26,0.957525496138659,2.76392688844373,13498,13498
SM-GE91Q_S037_E1-50,0.782221215494281,0.58,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,n73,1.00,0.568309739041446,0.504141713138179,0.957241421637234,TRUE,Microglia.PVM,1.65457675929584,I3,0.782221215494281,0.32,0.2,1.95156316500307,5.00735210909308,12530,12530
SM-GE91Q_S055_E1-50,0.805491555182844,0.86,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.86,1,0.536511480040051,0.980651445391499,TRUE,Endothelial,1.03315221819235,I1,0.805491555182844,0.87,0.1,1.56635275475091,3.20082461407951,11761,10089
SM-GE91I_S017_E1-50,0.740027138582411,1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,L2/3 IT_6,1.00,1,0.503778007165614,0.901693933066661,TRUE,Microglia.PVM,1.3094119783853,Core,0.740027138582411,0.98,0.02,0.473856456129954,4.01823470589302,10524,10524
SM-GE91I_S018_E1-50,0.281634467080505,0.14,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,Neuronal: Glutamatergic,L6 CT,L6 CT_1,n1,1,0,0.222324491199537,0.53193104116519,TRUE,Microglia.PVM,1.97595910789191,PoorQ,0.281634467080505,0.44,0.4,1.01470787005093,1.74350654900259,8727,8727
SM-GE91I_S028_E1-50,0.721341783078137,0.74,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,L2/3 IT_1,0.74,1,0.464292798839668,0.840044025234207,TRUE,Microglia.PVM,0.897737721031355,Core,0.721341783078137,1,0,0.0272655942772897,2.71202354344472,10005,10005
SM-GE91I_S032_E1-50,0.571107958604734,0.42,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L6 IT,L6 IT_2,n73,1.00,0.568309739041446,0.327783148408217,0.749600638650959,TRUE,Microglia.PVM,3.20109937890217,I2,0.571107958604734,0.56,0.44,1.30304578923517,1.54399191997184,15932,14252
SM-GE91I_S033_E1-50,0.308545106889581,0.36,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_10,n78,0.80,0.791744840525328,0.145315255484583,0.397879524328178,FALSE,Microglia.PVM,2.33263842967111,PoorQ,0.308545106889581,0.73,0.22,1.22959919360041,4.63074881788703,13059,13059
SM-GE91I_S034_E1-50,0.289527666670153,0.35,Neuronal: Glutamatergic,L6 CT,L6 CT_1,Neuronal: GABAergic,Pvalb,Pvalb_5,n2,0.93,0.163397578031725,0.183695366473257,0.635512463050543,TRUE,Microglia.PVM,3.12882318231469,PoorQ,0.289527666670153,0.25,0.24,5.8832351810756,8.02896983354229,12117,12117
SM-GE91I_S035_E1-50,0.369994154724898,0.33,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_7,Neuronal: Glutamatergic,L5 ET,L5 ET_1,n1,1,0,0.177105924403756,0.472817563592868,TRUE,Microglia.PVM,1.47452523166375,PoorQ,0.369994154724898,0.53,0.22,1.7830563512739,2.90119431020565,8877,8877
SM-GE91I_S036_E1-50,0.213273585712442,0.56,Neuronal: GABAergic,Pvalb,Pvalb_9,Neuronal: GABAergic,Pax6,Pax6_4,n2,1.00,0.163397578031725,0.135162269050019,0.251181180967369,FALSE,Microglia.PVM,0.927284279981097,PoorQ,0.213273585712442,0.42,0.34,6.65576035444228,7.80546882012103,5027,5027
SM-GE8ZX_S105_E1-50,0.657906381415331,0.7,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,L2/3 IT_6,0.70,1,0.477144337400654,0.9906912618291,TRUE,Microglia.PVM,3.56618584255911,PoorQ,0.657906381415331,0.75,0.08,2.20273616564422,6.00639861794653,15186,15186
SM-GE8ZX_S106_E1-50,0.839587780446138,0.84,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_10,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_10,L2/3 IT_10,0.84,1,0.49989748151622,1.04661289999315,TRUE,Microglia.PVM,1.31069418123879,PoorQ,0.839587780446138,0.35,0.27,6.60674457663482,7.23428898801309,11640,11640
SM-GE8ZX_S107_E1-50,0.833301466095884,1,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,L2/3 IT_6,1.00,1,0.41694127190296,0.942678876474631,TRUE,Microglia.PVM,2.02299839079856,PoorQ,0.833301466095884,0.37,0.31,2.0074395086577,3.97389856227688,13153,13153
SM-GE8ZX_S109_E1-50,0.855226549572544,0.51,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,n73,1.00,0.568309739041446,0.62719768965076,1.02963845374482,TRUE,Microglia.PVM,0.660078741254659,I2,0.855226549572544,0.63,0.37,0.696786019734107,2.01486324879054,10803,10803
SM-GE8ZX_S116_E1-50,0.321834445500084,0.26,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: GABAergic,Vip,Vip_16,n17,0.74,0.491045539826028,0.141971498116747,0.348228105152236,FALSE,Microglia.PVM,1.63922373914286,PoorQ,0.321834445500084,1,0,0.169593009986973,2.74571590521406,9035,9035
SM-GE8ZX_S117_E1-50,0.788685229800523,0.97,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,L2/3 IT_6,0.97,1,0.511841922692528,0.920364129473729,TRUE,Microglia.PVM,1.98854724507649,Core,0.788685229800523,1,0,0.0119699738176205,5.49670722943507,12719,11050
SM-GE8ZX_S118_E1-50,0.665000449885424,0.61,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_8,n80,0.77,0.873614190687361,0.422793774633827,0.96553872660726,TRUE,Microglia.PVM,3.52843045529624,Core,0.665000449885424,0.99,0.01,0.165911860988613,2.32705800585816,15927,15927
SM-GE8ZX_S119_E1-50,0.748526249534705,0.68,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,n77,0.78,0.83182670987549,0.540371742830856,0.976588271356276,TRUE,Microglia.PVM,2.23583433136815,PoorQ,0.748526249534705,0.65,0.05,3.64533897731057,5.39016676012615,12228,12228
SM-GE8ZX_S120_E1-50,0.866347597227773,0.68,Neuronal: Glutamatergic,L6 IT,L6 IT_1,Neuronal: Glutamatergic,L6 IT,L6 IT_1,n82,1.00,0.792938768548525,0.603003937449711,1.02748259439765,TRUE,Microglia.PVM,0.870936089667728,I1,0.866347597227773,0.49,0.22,1.72894184571192,2.08951960267179,12479,12479
SM-GE8ZX_S147_E1-50,0.837209325023408,0.96,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,L2/3 IT_6,0.96,1,0.499870328616343,1.00359458133451,TRUE,Microglia.PVM,2.02487796181984,PoorQ,0.837209325023408,0.61,0.13,4.98005488093881,7.45081254398655,13896,13896
SM-GE8ZX_S148_E1-50,0.376355402344585,0.61,Neuronal: Glutamatergic,L5 IT,L5 IT_2,Neuronal: Glutamatergic,L5 IT,L5 IT_5,n92,0.70,0.922394678492239,0.193171842896886,0.560223163440678,TRUE,Microglia.PVM,1.68729468157908,PoorQ,0.376355402344585,0.59,0.3,0.236743477883473,1.23499910805567,9989,9989
SM-GE8ZX_S151_E1-50,0.280120781605831,0.47,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L6b,L6b_2,n70,1.00,0.355961112058673,0.160277108316703,0.302889548889937,FALSE,Microglia.PVM,0.223028854940274,PoorQ,0.280120781605831,0.49,0.16,2.83101971723213,6.93852242182789,2591,2591
SM-GE8ZX_S152_E1-50,0.425986772101014,0.37,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_6,n76,0.86,0.732730683950196,0.30493796235793,0.532825520454882,TRUE,Microglia.PVM,0.587522949457334,PoorQ,0.425986772101014,0.69,0.31,0.606909213448763,1.53713965464016,5456,5456
SM-GE8ZX_S155_E1-50,0.271345792172353,0.37,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_1,Neuronal: Glutamatergic,L5 ET,L5 ET_2,n1,1,0,0.196285525116031,0.300319825140855,FALSE,VLMC,0.415695794062268,PoorQ,0.271345792172353,0.64,0.33,0.783101774244383,1.66312087842284,3701,3701
SM-GE8ZX_S156_E1-50,0.467789811049431,0.53,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_5,Neuronal: Glutamatergic,L4 IT,L4 IT_3,n86,0.92,0.698447893569845,0.228967320619664,0.355329308899185,FALSE,Microglia.PVM,1.03192567306839,PoorQ,0.467789811049431,0.74,0.18,2.79981002576812,4.11655830782714,6316,6316
SM-GE8ZX_S158_E1-50,0.371429310103613,0.34,Neuronal: Glutamatergic,L5 IT,L5 IT_5,Neuronal: Glutamatergic,L6 IT,L6 IT_2,n72,0.98,0.461026778099949,0.173992727662589,0.445352384206593,TRUE,Microglia.PVM,0.893665805671765,PoorQ,0.371429310103613,0.97,0.01,0.246337140187599,2.69500108173196,6148,6148
SM-GE8ZX_S173_E1-50,0.796545298665487,1,Neuronal: Glutamatergic,L4 IT,L4 IT_4,Neuronal: Glutamatergic,L4 IT,L4 IT_4,L4 IT_4,1.00,1,0.398760225655553,0.932685176259163,TRUE,Microglia.PVM,1.56367749385918,PoorQ,0.796545298665487,0.23,0.2,7.46390403690918,7.80748943923816,9473,9473
SM-GE8ZX_S175_E1-50,0.207207760542659,0.42,Neuronal: GABAergic,Pvalb,Pvalb_2,Neuronal: GABAergic,Pvalb,Pvalb_13,n54,0.80,0.530104042299164,0.00446160010460649,0.131050570450107,FALSE,Microglia.PVM,0.908768056316112,PoorQ,0.207207760542659,0.57,0.14,5.63841893007458,7.94715872212623,5151,5151
SM-GE8ZX_S176_E1-50,0.214152149577097,0.57,Neuronal: Glutamatergic,L2/3 IT,L2/3 IT_2,Neuronal: GABAergic,Pax6,Pax6_3,n3,0.72,0.295753027460345,0.0950905674577896,0.30106583765227,FALSE,Microglia.PVM,1.08093564292405,PoorQ,0.214152149577097,0.99,0.01,0.165911860988613,2.32705800585816,7260,7260
SM-GE8ZX_S177_E1-50,0.205616575816695,0.75,Neuronal: Glutamatergic,L6b,L6b_2,Neuronal: Glutamatergic,L6b,L6b_3,L6b_3,0.75,1,0.041834860894631,0.239942305569741,FALSE,Microglia.PVM,1.84053348565352,PoorQ,0.205616575816695,1,0,0.0994826961438,3.53012640265773,12076,12076
